TICID,RA,Dec,Tmag,Keywords
183655984,196.025,-8.0745,9.9,G07113
345899523,192.8901,-15.5152,11.31,G07113
437385042,237.4658,-23.3885,10.19,G07113
61397786,228.2827,-25.072,11.02,G07113
70516040,228.9303,-20.5908,9.86,G07113
66983204,240.4646,-28.374,8.49,G07113;G07031;20SECONDTARGET
49699441,244.2908,-18.4672,9.26,G07113
399274538,253.4758,-13.0327,9.14,G07113
74240740,259.4568,-19.2546,10.24,G07113
79198578,258.7107,-25.6179,11.18,G07113
265830810,270.6224,-32.1668,11.14,G07113
322490194,266.615,-27.1892,9.93,G07113
51450496,276.2918,-24.59,9.42,G07113
51978694,276.3522,-25.1779,8.94,G07113
297713883,266.6071,-11.8829,9.67,G07113
360994953,271.0558,-15.9554,9.63,G07113
