TICID,RA,Dec,Tmag,Keywords
11755687,90.6437,-0.5772,12.48,G07157;G07066
11964182,91.0872,-5.8662,11.43,G07063
12095342,91.6538,-0.2323,11.56,G07063
12165310,91.7538,-2.9161,8.36,G07113
12345386,92.1293,-1.9716,11.14,G07063
12346840,92.0865,-2.9188,10.49,G07063
143177769,94.0433,-7.6008,16.78,G07092;20SECONDTARGET
159059181,88.3711,0.424,14.22,G07066
176722720,88.0324,-5.4168,13.46,G07025
176762897,88.1335,-5.7621,11.42,G07063
176763043,88.1515,-5.9314,11.59,G07089
232152276,90.9322,1.5988,11.67,G07063
232412691,93.1513,2.8492,11.8,G07063
232415260,93.1427,1.4135,11.96,G07063
232420370,93.3029,1.564,12.85,G07063
232505626,93.7316,3.3882,11.74,G07063
232517554,93.9284,1.9089,11.13,G07077
234632000,96.6572,2.0707,13.34,G07063
234674770,96.8436,1.6797,13.37,G07063
234712037,96.9524,2.1493,13.59,G07063
234712743,96.9433,1.803,16.2,G07025
234715559,96.9896,0.4224,11.57,G07077
234761054,97.3098,0.7158,9.74,G07063
234763469,97.4051,1.9084,13.45,G07063
234764999,97.2897,2.64,13.08,G07063
234801526,97.6404,1.74,10.74,G07063
234802898,97.6069,2.0795,13.3,G07063
234825296,97.7204,0.2269,13.88,G07066;20SECONDTARGET
234848516,97.9773,1.2953,11.77,G07063
234874825,98.0185,1.5,9.81,G07063
234936798,98.4421,2.9211,10.05,G07063
234942712,98.4844,0.1227,10.6,G07063
234947719,98.5982,2.5342,7.63,G07037
241860983,93.2177,-4.8422,17.63,G07092;20SECONDTARGET
241920571,93.1135,-3.6366,7.1,G07031
242250358,93.8917,-0.5137,5.14,G07031;20SECONDTARGET
24824031,97.2067,-7.0347,5.49,G07166;20SECONDTARGET
24824033,97.2044,-7.0331,4.7,G07141;G07166;20SECONDTARGET
250466958,94.1441,-4.5301,15.36,G07092;20SECONDTARGET
250568884,94.7682,-3.6758,14.71,G07089
250593544,94.7836,-3.4393,7.31,G07089;20SECONDTARGET
250595183,94.8207,-4.4223,14.85,G07157;G07066
251264995,95.6856,-0.3457,16.68,G07025
25183492,97.9801,-7.0833,10.79,G07089
25416982,98.3659,-7.5109,16.28,G07092;20SECONDTARGET
265624667,94.8701,3.104,10.47,G07063
265805842,94.8988,0.7266,11.26,G07063
265999006,95.2445,1.6174,12.13,G07063
281146886,98.8089,1.2495,10.61,G07063
281408474,99.2631,1.7675,9.66,G07010;G07157;G07066;20SECONDTARGET
281411738,99.2559,0.2625,8.27,G07031
281987170,88.8786,1.4021,13.62,G07089
282270692,89.5564,1.8563,6.72,G07089
282270717,89.6019,1.8371,5.71,G07089;20SECONDTARGET
282396817,89.8363,2.6733,11.0,G07063
282501711,90.0168,2.7063,8.58,G07185;G07089
293853437,95.8279,0.8833,8.69,G07066
299466242,92.6219,-5.5312,11.18,G07063
319729069,95.8507,0.2303,9.33,G07089
319730429,99.5653,0.4998,12.87,G07063
358398098,99.1128,1.782,11.17,G07063
369668931,99.7206,0.6096,12.89,G07063
37092139,98.2408,-5.0972,15.98,G07092;20SECONDTARGET
37168957,98.1724,-0.0316,14.25,G07066;20SECONDTARGET
37489674,98.6902,-2.4939,11.64,G07063
39218269,88.505,-3.6398,11.84,G07109
39223488,88.6656,-2.8061,12.54,G07089
39291805,88.7164,-0.0484,15.3,G07066
39351230,88.96,-0.8876,7.57,G07031
39414571,89.1301,-5.0121,11.55,G07157
39578209,89.5186,-1.938,14.74,G07089
39578415,89.5659,-1.7626,12.85,G07089
39580395,89.5245,-0.1877,17.83,G07025;G07092
39822319,90.2764,-4.3565,11.41,G07063
39843642,90.4167,-2.9123,12.03,G07063
42236251,96.1005,-4.4642,11.83,G07077
42334982,96.3206,-0.9474,5.34,G07031;20SECONDTARGET
42437598,96.3744,-3.4033,12.02,G07063
42569616,96.6649,-1.5075,5.82,G07089;20SECONDTARGET
42821097,97.0336,-0.1707,13.19,G07157;G07066
42828781,96.9887,-3.6255,9.74,G07113
42884350,96.9898,-4.7622,5.38,G07037;20SECONDTARGET
42991761,97.1596,-0.7211,6.33,G07031
43151018,97.4745,-3.5857,13.27,G07025
443031290,94.9283,-7.8229,5.47,G07037;20SECONDTARGET
443174527,95.8813,-7.8623,7.94,G07005;G07007
52406179,98.8381,-0.7487,17.04,G07092;20SECONDTARGET
52491609,98.8934,-5.7389,17.35,G07092;20SECONDTARGET
52554450,98.8551,-1.249,10.96,G07063
52665242,99.1472,-5.2112,5.58,G07141;20SECONDTARGET
52665781,99.1587,-4.9731,16.83,G07092;20SECONDTARGET
66975228,88.5139,-6.7523,8.54,G07037
709958647,93.7247,-7.6117,18.33,G07092;20SECONDTARGET
710370271,90.5891,-7.6442,18.71,G07092;20SECONDTARGET
710427250,90.786,-5.4834,18.54,G07092;20SECONDTARGET
710427843,89.2199,-6.4226,18.73,G07092;20SECONDTARGET
710437923,90.2629,-5.3407,18.45,G07092;20SECONDTARGET
710448979,92.7841,-6.4362,18.69,G07092;20SECONDTARGET
710450029,92.7689,-6.0443,18.31,G07092;20SECONDTARGET
710547758,90.3891,-5.0582,18.48,G07092;20SECONDTARGET
710554455,90.5856,-4.3873,18.84,G07092;20SECONDTARGET
710595930,92.4572,-3.4774,18.76,G07092;20SECONDTARGET
710716749,90.9231,-3.6473,18.96,G07092;20SECONDTARGET
710734783,90.1982,-2.6341,18.06,G07092;20SECONDTARGET
710782814,88.5485,-2.9136,18.87,G07092;20SECONDTARGET
710786115,89.8994,-2.4541,17.16,G07092;20SECONDTARGET
710803131,88.7206,-1.6282,18.92,G07092;20SECONDTARGET
710820991,90.4112,-1.0292,17.89,G07092;20SECONDTARGET
710828827,89.1074,-1.3355,18.41,G07092;20SECONDTARGET
710831942,89.2186,-0.9145,18.56,G07092;20SECONDTARGET
710839579,89.5911,-0.5177,18.21,G07092;20SECONDTARGET
710912899,98.7951,-6.72,18.67,G07092;20SECONDTARGET
710981884,98.9221,-5.4074,14.58,G07009;G07092;20SECONDTARGET
711029566,98.761,-5.0378,18.85,G07092;20SECONDTARGET
711032079,98.8736,-4.7958,17.27,G07092;20SECONDTARGET
711058957,97.2798,-5.7558,18.29,G07092;20SECONDTARGET
711129500,97.3254,-4.069,18.51,G07092;20SECONDTARGET
711192813,98.2078,-3.5617,18.94,G07092;20SECONDTARGET
711271033,99.5201,-1.6664,17.75,G07092;20SECONDTARGET
711305038,96.5391,-3.625,18.79,G07092;20SECONDTARGET
711365143,97.2823,-3.04,18.68,G07092;20SECONDTARGET
711382683,98.038,-2.6242,18.26,G07092;20SECONDTARGET
711394818,97.66,-2.0986,14.9,G07009;G07092;20SECONDTARGET
711425948,97.2887,-1.7457,17.95,G07092;20SECONDTARGET
711442734,94.5586,-3.0847,18.59,G07092;20SECONDTARGET
711461378,95.4779,-2.2678,17.29,G07084;G07092;20SECONDTARGET
711473793,93.6042,-2.7772,18.71,G07092;20SECONDTARGET
711484553,93.2071,-2.1856,17.66,G07092;20SECONDTARGET
711528730,96.2013,-1.6531,17.24,G07084;G07092;20SECONDTARGET
711543747,96.0193,-0.9474,18.29,G07092;20SECONDTARGET
711857648,98.18,1.9826,18.64,G07092;20SECONDTARGET
711867265,93.2483,-1.8241,18.41,G07092;20SECONDTARGET
711886697,93.3392,-1.0701,18.1,G07092;20SECONDTARGET
711900458,91.9025,-1.204,18.9,G07092;20SECONDTARGET
712016129,92.19,0.276,17.36,G07092;20SECONDTARGET
712079739,92.0848,0.9033,12.53,G07063
712117431,95.7541,0.6073,18.53,G07092;20SECONDTARGET
712131932,96.4246,1.0787,17.6,G07092;20SECONDTARGET
712237330,96.4475,2.6935,18.79,G07092;20SECONDTARGET
712454072,98.5666,2.7465,17.79,G07092;20SECONDTARGET
712456912,98.6074,2.8677,17.38,G07092;20SECONDTARGET
712460228,98.2547,3.0594,18.21,G07025
713360908,90.8661,0.7534,18.42,G07092;20SECONDTARGET
713403391,91.8831,2.0523,17.23,G07092;20SECONDTARGET
713440580,88.5816,2.079,18.25,G07092;20SECONDTARGET
713475340,90.2385,3.4569,17.78,G07092;20SECONDTARGET
713487129,88.8408,3.3973,18.66,G07092;20SECONDTARGET
713507682,93.3554,3.0351,18.68,G07092;20SECONDTARGET
71510918,90.1834,-7.0932,12.06,G07063
71727949,91.0562,-6.7089,5.21,G07141;G07166;20SECONDTARGET
10063674,110.2675,-3.2521,12.54,G07063
10066264,110.2182,-1.9813,12.63,G07063
10069413,110.2988,-0.2764,10.73,G07063
10171528,110.3954,-3.5405,11.86,G07063
10383430,110.7024,-1.0336,11.55,G07063
10390333,110.9229,-2.6853,11.6,G07063
119371872,100.4178,-6.0564,13.47,G07063
119694945,101.0645,-6.1771,11.35,G07063
119695634,101.0807,-6.4233,11.42,G07063
120091486,101.6078,-7.4874,11.26,G07037
120674276,102.4622,-7.6281,16.55,G07025
120746370,102.4132,-6.0014,14.18,G07025
123545883,102.8891,-6.9665,6.46,G07141;20SECONDTARGET
123846039,103.3689,-6.508,9.37,G07109;20SECONDTARGET
124014601,103.7012,-6.3747,9.45,G07037
124321408,104.1642,-8.1827,7.64,G07037
124510045,104.537,-7.0005,12.78,G07119
125019732,105.1735,-7.5709,16.11,G07092;20SECONDTARGET
125202437,105.478,-6.469,14.98,G07092;20SECONDTARGET
125414447,105.7303,-8.4369,14.29,G07066
168065139,101.355,-2.0371,9.56,G07063
168110680,101.4699,-4.0478,11.2,G07063
168341827,106.7753,-1.4291,12.74,G07063
168597120,106.9818,-0.2902,11.26,G07063
177334591,106.7549,-6.1933,16.52,G07084
177433190,106.0398,-3.8835,10.72,G07037
177754717,106.4701,-1.0218,6.77,G07031
187516875,110.5737,-6.3628,16.34,G07092;20SECONDTARGET
187818255,111.2121,-8.437,8.56,G07009
234009943,100.6689,1.7162,7.84,G07037
234041096,100.8119,2.9557,10.97,G07063
234054836,100.9367,2.9999,12.09,G07063
234068267,101.0414,2.3916,8.97,G07037
234068725,101.0648,2.5768,13.23,G07063
234112540,101.2772,0.8152,13.48,G07157;G07066
234155923,101.4054,2.461,12.92,G07063
234157921,101.3758,1.76,12.98,G07063
234209278,101.6382,2.1341,12.71,G07063
234212411,101.6708,0.9547,12.62,G07063
234222721,101.8394,2.5193,15.34,G07092;20SECONDTARGET
234229567,102.0475,0.3052,6.88,G07031
234230792,101.9886,0.7761,8.9,G07037;G07141
234271633,102.1605,2.9247,12.6,G07063
234277197,102.1233,0.7151,16.73,G07092;20SECONDTARGET
23548300,108.4815,-2.9083,9.51,G07037
23625466,108.6515,-1.4658,10.47,G07063
23726914,108.6993,-0.7221,12.46,G07063
237461207,102.6619,2.7063,11.76,G07063
237465823,102.571,1.0759,12.61,G07063
237554630,103.1092,2.6672,11.16,G07063
237557897,103.0581,1.4743,10.63,G07063
237564789,103.2051,1.0851,8.44,G07031
237603609,103.3664,2.6636,16.68,G07009;G07092;20SECONDTARGET
237609795,103.2754,0.1835,12.12,G07063
237613951,103.3922,1.457,12.99,G07063
237645935,103.5398,2.0679,11.31,G07063
237696490,103.8259,2.4251,12.06,G07063;G07063
237702643,103.8108,0.2282,7.86,G07031
237719063,103.9677,1.5339,13.14,G07063
237754344,104.3458,2.6822,16.06,G07092;20SECONDTARGET
237761028,104.3317,0.0519,12.39,G07063
237818302,104.5075,1.6412,12.91,G07063
237825030,104.6963,0.9788,11.63,G07063
23811044,108.8685,-1.5584,13.55,G07119
256994805,102.2652,1.002,6.3,G07141
268374892,105.035,-1.3869,12.17,G07063
268376046,105.0207,-1.0072,10.95,G07063
268457591,105.1567,-1.9989,11.24,G07037
268565917,105.0743,-5.3666,5.77,G07066;20SECONDTARGET
268699337,105.3371,-1.3639,12.59,G07063
