TICID,RA,Dec,Tmag,Keywords
11102554,72.6867,-3.2553,13.62,
138761375,68.435,-5.3101,5.75,
138775756,68.6883,-0.4479,10.96,GO8158;20SECONDTARGET
146804018,71.5316,-7.5278,10.57,
146804021,71.5443,-7.5319,12.58,
146817293,71.5756,-6.3852,12.86,
176363846,71.8146,-3.3943,14.6,GO8137;20SECONDTARGET
176379354,72.1539,-5.6758,5.21,GO8195;20SECONDTARGET
176380024,72.1968,-4.0049,13.89,
176403136,72.2836,-5.1467,12.59,
213033751,74.8059,-1.8537,11.2,
213034033,74.8346,-2.4685,15.22,
213038303,74.9313,-0.3791,15.2,
213041474,75.2081,-5.7617,5.25,GO8195;20SECONDTARGET
213048102,75.4817,-4.7289,11.68,
213069350,75.688,-5.703,11.83,
213070042,75.6894,-4.2101,4.86,
213077254,75.9288,-2.5399,5.8,
229084959,68.9811,-3.9992,12.13,
229087301,69.0798,-3.3525,4.14,GO8017;20SECONDTARGET
244203955,73.2235,-5.4525,4.11,
244246175,74.1007,-5.1714,5.62,
244250034,74.2205,-2.7091,9.53,
244250273,74.3045,-3.2053,12.19,
244253410,74.3729,-1.808,12.43,
244253760,74.3214,-1.0674,5.83,
244256833,74.4935,-5.1061,11.85,
244279246,74.696,-0.961,8.41,
248396674,76.6903,-4.6552,5.19,
248611227,65.8129,-5.0058,6.53,
248611592,65.9199,-3.7459,5.12,
248620776,66.4149,-1.411,5.94,
248643865,66.613,-0.5114,5.51,
248650906,67.0427,-3.1457,8.95,
248654486,67.3589,-4.8122,14.63,GO8002;GO8062;20SECONDTARGET
248682910,67.7816,-1.372,15.4,
248687730,67.9694,-0.0441,3.81,
248688920,68.1566,-3.2097,5.9,
250192495,65.064,-2.6286,4.76,
250199932,65.3625,-0.0991,4.67,
262412757,69.3588,0.5747,6.97,
262412883,69.307,0.9983,5.44,
262435444,73.5629,2.4407,3.89,
262435571,73.4978,2.0996,8.7,
269077985,75.4598,0.7219,4.83,
298810162,69.4009,-2.474,4.96,GO8046;GO8195;20SECONDTARGET
298904525,69.9469,-1.0525,5.32,
