TICID,RA,Dec,Tmag,Keywords
11052616,65.6327,-3.3621,17.22,GO8062;GO8002
11052853,65.5981,-2.6678,9.41,GO8046
11054298,65.7628,-1.3624,8.45,GO8046
11083755,72.4401,-1.1717,15.15,GO8046
11084775,72.6335,-0.8385,16.9,GO8046
11085634,72.5777,-2.7822,12.85,GO8046
11085689,72.5302,-2.901,14.77,GO8046;GO8103;GO8137
11086220,72.6334,-4.1212,13.48,GO8046
11101750,72.6738,-5.2705,13.67,GO8046;GO8137
11103894,72.7484,-0.1395,13.52,GO8046;GO8158;GO8137
11104355,72.8684,-0.5466,7.64,GO8102
11161368,72.7617,-5.5494,12.02,GO8046;GO8137
11162598,72.8845,-3.5521,16.14,GO8002;GO8062;GO8082
11164912,73.0401,-1.3932,17.1,GO8046
11165188,73.0307,-1.9827,9.52,GO8046
138759938,68.3739,-0.9946,13.07,GO8046;GO8137;GO8158
138760757,68.3438,-3.5042,12.58,GO8046;GO8137
138767755,68.5064,-1.1911,11.89,GO8046;GO8158;GO8137
138768008,68.5201,-0.387,13.21,GO8046
138768784,68.645,-1.7365,14.57,GO8046
138775633,68.7425,-0.8418,13.29,GO8046
138775756,68.6883,-0.4479,10.96,GO8158;20SECONDTARGET
138798618,74.3222,-6.3664,10.73,GO8046;GO8158;GO8137
138798682,74.3236,-6.5218,14.59,GO8046;GO8137
138798685,74.2766,-6.532,8.35,GO8046
138798692,74.3358,-6.5521,14.56,GO8046;GO8137
146803645,71.5666,-6.431,14.38,GO8046
176317461,71.6859,-5.058,8.88,GO8046
176360817,71.7892,-3.7715,15.95,GO8046
176361046,71.7346,-3.1934,15.85,GO8046
176363846,71.8146,-3.3943,14.6,GO8137;20SECONDTARGET
176376287,71.9784,-0.7931,16.58,GO8046
176379354,72.1539,-5.6758,5.21,GO8195;20SECONDTARGET
176380611,72.1996,-2.6936,14.38,GO8046
176403138,72.2876,-5.1484,11.03,GO8119
213033496,74.8163,-1.3796,14.73,GO8046;GO8103
213033750,74.8099,-1.8534,12.05,GO8119
213034520,74.8697,-3.4629,10.75,GO8046
213034882,74.9021,-4.2957,15.12,GO8046
213036651,74.9412,-3.7939,11.63,GO8046
213037091,74.9544,-2.8169,13.12,GO8046
213037147,74.9895,-2.7294,17.09,GO8046
213041183,75.1166,-5.4757,9.83,GO8046
213041474,75.2081,-5.7617,5.25,GO8195;20SECONDTARGET
213041553,75.1891,-5.5939,13.86,GO8046
213041938,75.2558,-4.714,10.96,GO8046
213042695,75.2366,-3.1951,16.27,GO8046
213044139,75.2669,-0.3615,11.53,GO8046;GO8137
213044149,75.2603,-0.3494,14.09,GO8046;GO8103;GO8137
213044782,75.357,-0.6971,6.67,GO8102;GO8046
213044907,75.3081,-0.9314,16.58,GO8046
213045265,75.333,-1.591,15.66,GO8046
213047069,75.2869,-4.9663,17.13,GO8046
213048110,75.4824,-4.7075,12.05,GO8119
213048462,75.4433,-3.9891,19.47,GO8036
213049140,75.4108,-2.7208,8.25,GO8046
213049186,75.4672,-2.6196,16.04,GO8046
213051078,75.6108,-0.7578,14.8,GO8046
213069348,75.6832,-5.7061,8.53,GO8119;GO8046
213072758,75.8142,-0.6147,13.85,GO8046;GO8137
213074009,75.837,-2.9226,15.21,GO8046
213075100,75.847,-4.9599,16.21,GO8046
213075102,75.8495,-4.9679,10.16,GO8046;GO8137
213075305,75.8254,-5.4532,12.87,GO8046
213075307,75.786,-5.4552,14.12,GO8046
213076699,75.9467,-3.5958,12.47,GO8046;GO8137
213076975,75.9383,-3.054,12.99,GO8046
213077009,75.8941,-2.9795,9.46,GO8102
213077224,75.9232,-2.604,12.5,GO8046
213077443,75.9229,-2.169,13.7,GO8046;GO8137
213080170,76.0182,-2.9167,15.24,GO8046;GO8103
213080264,76.1025,-3.1015,15.01,GO8046;GO8103
213102017,76.0285,-4.4253,13.56,GO8046;GO8137
213102400,76.0513,-5.3047,17.12,GO8002;GO8062
213102479,76.0817,-5.4668,16.32,GO8046
213104008,76.1741,-3.2463,11.08,GO8046
213106446,76.2648,-1.2757,10.37,GO8046
213106889,76.3241,-2.0555,13.27,GO8046
213142848,76.3613,-5.0221,16.26,GO8046
213144400,76.424,-1.9215,16.04,GO8046
229087301,69.0798,-3.3525,4.14,GO8017;20SECONDTARGET
229088040,69.1184,-5.9523,15.94,GO8046;GO8103
244204604,73.1919,-3.8596,13.74,GO8046
244205599,73.1722,-1.5835,14.68,GO8046
244205885,73.1596,-0.9964,11.36,GO8046
244206552,73.3113,-0.3261,11.6,GO8046
244207087,73.2699,-1.4525,13.2,GO8046
244208023,73.2858,-3.498,11.9,GO8102
244208156,73.3003,-3.8196,10.87,GO8046
244208210,73.3155,-3.9487,17.33,GO8046
244208565,73.3371,-4.8598,12.46,GO8046
244208846,73.3521,-5.5138,14.75,GO8046;GO8137
244209609,73.421,-4.4757,14.05,GO8046;GO8137
244210482,73.4615,-2.5623,17.0,GO8046
244212773,73.4815,-2.2467,9.16,GO8046
244217407,73.8177,-0.3419,9.55,GO8046;GO8137
244218223,73.7974,-1.9956,14.07,GO8046
244241086,73.8612,-4.3122,15.42,GO8046
244242737,73.9467,-0.6197,9.39,GO8046
244245933,74.1901,-5.7553,16.82,GO8046;GO8103
244246237,74.1783,-5.0076,15.22,GO8046
244247707,74.0762,-1.8926,10.35,GO8046
244248152,74.118,-0.9706,16.9,GO8046
244249617,74.2284,-1.7956,15.6,GO8046
244249993,74.2552,-2.6222,12.55,GO8046;GO8137
244250045,74.2241,-2.7196,9.08,GO8119
244250271,74.3037,-3.2052,12.44,GO8119
244250934,74.2619,-4.7103,14.6,GO8046
244253837,74.391,-0.9101,14.99,GO8046
244254910,74.4817,-0.9598,14.81,GO8046
244255416,74.4808,-2.0953,15.49,GO8046;GO8103
244257815,74.6538,-4.5594,8.04,GO8046
244257886,74.6303,-4.4252,7.71,GO8046
244258171,74.6098,-3.7326,6.51,GO8046
244258606,74.5576,-2.7739,13.87,GO8046;GO8137
244278452,74.6174,-0.4465,14.65,GO8046;GO8158;GO8137
244278556,74.644,-0.2385,16.2,GO8046
