TICID,RA,Dec,Tmag,Keywords
107766157,284.8157,-24.5453,16.59,G07071
107999246,285.0263,-27.4084,11.51,G07077
108002707,285.0881,-26.4168,12.25,G07077
108104342,285.2258,-24.1198,11.2,G07096
108104810,285.1675,-24.2433,11.02,G07077
108110240,285.2147,-25.6346,15.85,G07145
108112559,285.1544,-26.2532,16.71,G07145
108428312,285.4762,-26.9632,11.16,G07077;G07066
108429409,285.4354,-27.2825,12.41,G07077
108534673,285.6337,-26.2232,11.33,G07077
108539172,285.5802,-25.5454,14.76,G07071
108594680,285.5716,-24.99,11.93,G07077
108596145,285.6399,-24.5967,11.3,G07077;G07096
108596164,285.6332,-24.5934,10.74,G07096
108596564,285.6323,-24.487,11.46,G07077
108596629,285.5613,-24.4669,12.05,G07077
108597484,285.5734,-24.2301,12.49,G07077
108606122,285.7121,-26.0909,11.18,G07077
108660047,285.7721,-26.6615,10.56,G07077
108663093,285.6683,-27.6673,11.76,G07077
108731833,285.8408,-29.3629,16.55,G07145
108736416,285.7981,-27.8803,11.56,G07077
108741374,285.8339,-26.2459,11.72,G07077
108817747,285.8725,-24.5052,10.47,G07077
108818532,285.8123,-24.2667,12.49,G07077
108914878,285.9966,-29.6337,11.68,G07077
108995002,286.1112,-27.9992,11.57,G07077
109001403,286.0913,-26.6843,11.99,G07077
109002683,286.0575,-26.2791,11.08,G07077
109167820,286.2829,-29.0795,11.24,G07077
109168092,286.2068,-29.1771,11.57,G07077
109176551,286.3633,-27.8139,11.28,G07077
109319685,286.4408,-24.5771,16.01,G07071
109321318,286.5256,-25.0871,15.55,G07025
109332569,286.5571,-29.0341,11.02,G07077
109427800,286.4454,-29.0812,7.06,G07141
109429519,286.5568,-29.7378,11.4,G07077
1158523,286.5878,-29.5133,11.91,G07077
1159914,286.6208,-29.0362,10.78,G07077
1160462,286.5927,-28.8498,15.31,G07145
1163986,286.6782,-27.5723,11.46,G07077
1241941,286.6573,-24.9112,15.68,G07071
1245168,287.1637,-29.9563,11.14,G07077
1247610,287.1598,-28.9728,10.93,G07077
1247867,287.1862,-28.8803,11.53,G07077
127624696,274.5083,-24.8353,16.43,G07071
127626964,274.5277,-24.6254,15.1,G07071
127694074,274.5371,-24.1229,14.22,G07071
127700449,274.6836,-24.3075,14.85,G07071
127704809,274.6859,-24.6977,13.13,G07071
127709481,274.7418,-25.1289,16.2,G07071
127711071,274.6481,-25.2783,16.37,G07071
127826449,274.6199,-26.508,14.37,G07071
127830773,274.6584,-26.9174,14.82,G07071
127924556,274.6967,-27.3747,10.92,G07077
127926422,274.7279,-27.5594,13.4,G07071
127936194,274.6968,-28.5447,16.87,G07071
128156008,274.8251,-27.0128,16.42,G07071
128157042,274.7729,-26.9092,15.31,G07071
128267152,274.7839,-25.6454,13.66,G07071
128269173,274.7824,-25.4543,15.17,G07071
128269687,274.8401,-25.4072,13.36,G07025;G07075
128278544,274.8038,-24.5639,15.96,G07071
128278899,274.8236,-24.5272,14.01,G07071
128358274,274.8259,-24.412,16.08,G07071
128361932,274.7581,-24.0693,12.93,G07071
128363109,274.8059,-23.9401,15.76,G07071
128366573,274.9662,-24.232,15.94,G07071
128371774,274.9092,-24.7323,12.62,G07025
128372277,274.9128,-24.7791,15.36,G07071
128376490,274.9901,-25.1874,12.66,G07025
128477126,274.9796,-25.5506,15.19,G07071
128598982,274.9729,-27.8686,14.71,G07071
128606849,274.9163,-28.6984,16.15,G07071
128607574,274.9801,-28.7764,13.61,G07071
128610737,274.9717,-29.1323,14.17,G07071
1395486,287.3465,-28.9041,11.96,G07077
1479793,287.3862,-29.5004,10.8,G07077
1481187,287.4888,-28.9689,11.04,G07077
1481217,287.4538,-28.9562,11.89,G07077
148370254,278.7961,-24.9986,12.02,G07071
148385152,278.7753,-24.1873,14.99,G07071
148713436,278.9437,-24.5041,13.68,G07071
149715133,279.1139,-27.9556,14.9,G07145
150043936,279.1038,-25.1362,15.43,G07145
150045262,279.1122,-24.1105,13.49,G07071
150993586,279.2368,-28.9278,10.59,G07025
151659128,279.303,-25.2334,15.55,G07092;20SECONDTARGET
151659890,279.3335,-23.9155,15.04,G07071
151669278,279.3167,-24.0167,14.3,G07071
152101942,279.417,-27.9856,8.76,G07141
152433434,279.5675,-24.3113,16.21,G07071
152433475,279.6567,-24.3077,13.94,G07145
152605811,279.7276,-26.8076,12.56,G07071
153241515,279.9511,-29.3393,10.08,G07037
153252389,280.1308,-28.9383,16.39,G07145
153966659,280.5384,-23.8799,15.55,G07092;20SECONDTARGET
154243295,280.6827,-29.6785,12.22,G07077
154254577,280.7212,-27.9145,15.75,G07145
154418509,280.7677,-24.6388,12.67,G07071
154796579,280.8766,-25.4111,13.27,G07066
154797962,280.8809,-25.1935,12.3,G07066
154896038,281.1024,-25.6491,11.67,G07077
154896670,281.1158,-25.7538,13.55,G07066
154896968,281.0166,-25.8036,11.86,G07077
154980231,280.9995,-29.3327,9.54,G07096
