TICID,RA,Dec,Tmag,Keywords
271135942,119.1156,11.7489,7.88,G07037
443848410,121.1994,6.1861,8.09,G07037
106347755,109.6498,-24.993,9.94,G07037
106830354,110.2288,-26.9638,6.16,G07037
112923257,112.6419,-34.0906,7.81,G07037
126586580,116.1423,-24.674,5.82,G07037;20SECONDTARGET
127746973,117.3669,-26.3412,9.85,G07037
127977898,117.5752,-27.2509,10.73,G07037
128051438,117.6474,-24.8766,11.68,G07037
128127465,117.7853,-26.4693,11.84,G07037
128564719,118.11,-26.6572,11.19,G07037
128564945,118.1033,-26.6031,11.97,G07037
128808726,118.4092,-26.234,9.31,G07037
129364361,118.9316,-27.9015,11.64,G07037
129371913,118.8884,-26.0067,11.45,G07037
139385056,111.7478,-23.086,5.61,G07037;G07141;20SECONDTARGET
148794925,115.0294,-33.5423,11.86,G07037
149085381,115.4377,-33.0855,9.68,G07037
5051420,109.8754,-22.0048,8.55,G07037
65664136,108.4018,-27.3563,6.36,G07037
65803653,108.5633,-26.3525,4.72,G07037;G07141;20SECONDTARGET
66506323,109.4017,-24.8163,8.58,G07037
130348163,119.9346,-29.0153,10.84,G07037
144535458,121.4868,-33.0061,11.22,G07037
144746973,121.8041,-33.266,11.24,G07037
145760541,123.0878,-32.5842,10.55,G07037
146328742,123.7629,-34.9009,11.56,G07037
146332758,123.7754,-34.0373,11.01,G07037
155571411,123.51,-27.7472,9.4,G07037
155573117,123.5154,-28.3239,10.62,G07037;G07141;G07166
156326805,124.6695,-29.7252,11.22,G07037
182315791,123.3443,-36.3104,7.47,G07037
182318468,123.4929,-36.3222,5.28,G07037;20SECONDTARGET
182320704,123.5158,-36.9522,7.25,G07037
182753718,124.196,-36.9359,9.33,G07037
185476952,129.9748,-30.5,9.77,G07037
185815213,130.898,-33.1863,3.88,G07037;20SECONDTARGET
56630835,127.1791,-34.7316,7.81,G07037
176353662,121.9772,-21.1508,9.29,G07037
140882409,116.5287,-22.5028,11.21,G07037
349043273,114.1709,-19.7023,5.91,G07037;20SECONDTARGET
50374471,112.4737,-14.1547,9.19,G07037
123036723,113.5286,-46.6438,8.76,G07037;G07141;G07111
123216164,114.1569,-44.9872,7.31,G07037
123754451,115.8462,-47.0466,7.95,G07037
123828144,116.0648,-43.0178,9.63,G07037;G07141
134522557,122.3693,-38.8581,9.15,G07037
134821648,122.9017,-37.2132,8.75,G07037
139691604,126.5572,-46.1403,10.97,G07037
140060786,127.2697,-47.9289,5.7,G07037;20SECONDTARGET
140129492,127.3645,-44.7248,5.5,G07037;20SECONDTARGET
140129494,127.3642,-44.7235,7.36,G07037
140309502,127.7229,-44.9759,9.29,G07037
140429699,127.2176,-48.1904,7.91,G07037
140644000,128.2879,-45.1814,9.26,G07037
140843324,128.6097,-45.021,10.2,G07037
141190209,128.9683,-44.6565,10.74,G07037
141292310,129.3311,-45.2072,8.18,G07037
141365778,129.4589,-43.556,9.93,G07037
141497301,129.7548,-46.2303,11.0,G07037
141497319,129.7453,-46.2271,8.84,G07037;G07141
141744440,130.082,-46.1443,9.57,G07037
143088133,117.038,-47.2756,8.53,G07037
143198743,117.3035,-46.8577,5.98,G07037;20SECONDTARGET
143488434,117.9181,-42.8882,6.26,G07037
180540045,129.0451,-40.2269,8.88,G07037
182659932,124.083,-39.8487,8.65,G07037
184226481,126.8818,-41.4134,9.9,G07037
184351709,127.0517,-41.8345,9.12,G07037
184515469,127.525,-41.6386,9.51,G07037
238489837,121.6733,-48.4973,6.52,G07037
238612881,122.4297,-47.9371,5.47,G07037;20SECONDTARGET
286352720,124.1612,-48.4364,9.26,G07037
354825513,122.3832,-47.3365,2.65,G07037;20SECONDTARGET
388684352,125.632,-48.4903,5.46,G07037;20SECONDTARGET
461607866,129.2482,-45.2898,9.56,G07037
53473419,126.5009,-43.294,10.16,G07037
80814494,122.1835,-42.6187,10.53,G07037
81210526,122.8525,-43.1159,8.38,G07037
81346864,122.9578,-44.9088,9.59,G07037
90134626,127.8429,-48.7491,8.06,G07037
60245596,111.7626,-44.1778,9.75,G07037
97797267,107.4841,-34.0312,9.07,G07037
260540898,97.1905,-55.9171,8.3,G07037;G07036
278865766,100.7113,-56.016,8.32,G07037;G07036
278867172,100.9624,-54.182,8.57,G07037;G07036
291556636,111.7336,-51.1852,10.51,G07037
294205649,107.9591,-58.8506,8.72,G07037;G07036
308537791,120.9234,-60.9075,8.32,G07037;G07036
340362225,115.5484,-55.1789,6.99,G07037
340985103,118.1239,-54.3671,5.85,G07037;20SECONDTARGET
342754262,125.3004,-57.9732,6.06,G07037
358466708,119.2278,-60.5984,8.1,G07037;G07036
358467049,119.1927,-60.8161,8.74,G07037;G07036
358467087,119.1966,-60.8408,8.46,G07037;G07036
364398190,119.628,-60.729,8.78,G07037;G07036
364398342,119.7106,-60.8244,5.93,G07037;G07036;G07141;G07111;G07166;20SECONDTARGET
372913233,119.4384,-60.9264,6.83,G07037;G07036
372913582,119.4548,-60.6836,8.51,G07037;G07036
372913684,119.5121,-60.6147,7.64,G07037;G07036
410451677,119.9908,-60.7467,8.38,G07037;G07036
167045028,95.5191,-69.2732,9.97,G07037;G07036
167248140,97.6154,-68.9476,7.99,G07037;G07036
167523976,100.6014,-65.7426,9.07,G07037;G07036
167694397,102.954,-65.6195,8.57,G07037;G07036
167814517,105.1799,-61.1417,7.7,G07037;G07036
176935619,100.6061,-67.8428,6.76,G07037;G07036
176935871,100.6076,-68.2685,9.0,G07037;G07036
176955379,100.7776,-69.2977,8.94,G07037;G07036
176957187,100.8214,-66.501,8.21,G07037;G07036
176958810,101.0598,-67.7025,8.94,G07037;G07036
177075997,102.8625,-70.9632,5.54,G07037;G07036;20SECONDTARGET
272429196,120.2928,-72.175,8.8,G07037;G07036
279218413,103.4755,-59.8808,8.46,G07037;G07036
279511712,105.8128,-59.178,5.97,G07037;G07036;20SECONDTARGET
281634192,116.8901,-63.4979,8.99,G07037;G07036
293268667,98.5601,-63.918,8.6,G07037;G07036
293973218,106.8177,-59.7164,6.57,G07037;G07036
294206429,108.0422,-59.8393,8.06,G07037;G07036;G07071
294399474,109.3105,-59.6335,9.51,G07037;G07036
300010961,106.9456,-67.9368,8.18,G07037;G07036
300325379,110.7053,-66.5387,8.03,G07037;G07036
300329728,110.9664,-70.7725,8.41,G07037;G07036
300708584,114.8816,-70.4455,9.32,G07037;G07036
300744369,116.5026,-69.4979,8.72,G07037;G07036
300865934,117.4208,-66.196,5.84,G07037;G07036;20SECONDTARGET
306672432,120.5929,-67.7948,8.6,G07037;G07036
306739463,120.8379,-69.9715,6.81,G07037;G07036
306824672,121.6474,-68.6173,8.67,G07037;G07036
306829961,121.9819,-68.6169,4.55,G07037;G07036;20SECONDTARGET
308395911,120.0832,-63.5673,4.98,G07037;G07140;G07036;20SECONDTARGET
308454245,120.9581,-64.6291,8.25,G07037;G07036
308456810,120.7813,-62.1327,8.1,G07037;G07036
308542383,121.1788,-62.8363,6.29,G07037;G07036
308748912,122.1025,-63.8008,6.38,G07037;G07036;G07141;G07111
349156177,108.316,-64.8734,7.4,G07037;G07036
349310293,109.6616,-63.3866,7.42,G07037;G07036
349311905,109.7161,-65.8383,10.25,G07037;G07036
349576238,111.9538,-63.5534,8.96,G07037;G07036
349829477,113.6764,-61.0827,8.31,G07037;G07036
349907707,114.1051,-61.8738,8.29,G07037;G07036;G07071
349909808,114.145,-64.2144,8.69,G07037;G07036
350024659,114.5233,-63.9462,8.17,G07037;G07036
364421326,119.5729,-63.1315,8.16,G07037;G07036
375038081,99.6522,-63.5498,9.31,G07037;G07036
375061989,99.9234,-65.2743,8.29,G07037;G07036
382437069,117.1608,-63.6888,7.97,G07037;G07036
410447919,117.9621,-62.9087,8.48,G07037;G07036
453096328,114.0801,-69.0564,6.76,G07037;G07036
149253686,82.9003,-61.541,7.27,G07037;G07036
149388662,84.1032,-64.7783,9.85,G07037;G07036
149572666,86.3679,-60.7218,8.49,G07037;G07036
149902303,88.0335,-61.1205,11.42,G07037
149971754,90.0118,-61.8279,10.07,G07037;G07036
150102853,91.9625,-65.2783,9.78,G07037;G07036
150165182,93.1342,-61.474,7.17,G07037;G07036
150250617,94.4575,-64.0301,7.58,G07037;G07036
150360599,96.4015,-62.1675,9.11,G07037;G07036
150442264,97.7942,-61.8795,6.29,G07037;G07036;G07071
257720864,78.3413,-58.5576,8.9,G07037;G07036
260128701,92.4076,-59.5219,8.15,G07037;G07036
260131665,92.5746,-54.9686,5.39,G07037;G07036;G07071;20SECONDTARGET
260368525,95.2411,-58.352,8.14,G07037;G07036
260640910,97.9929,-58.7538,5.81,G07037;G07036;G07141;20SECONDTARGET
278683664,99.1676,-58.4087,8.49,G07037;G07036
278823382,100.0911,-59.1231,7.87,G07037;G07036
278898462,101.2169,-59.3038,9.53,G07037;G07036
31311824,88.3934,-67.5262,12.96,G07037
31511729,89.1292,-67.5325,12.87,G07037
348841768,98.9872,-58.1486,10.08,G07037;G07036
350823719,89.7463,-58.2687,9.62,G07037;G07036
364323837,88.0009,-62.5177,9.37,G07037;G07036
375057127,99.6602,-60.183,7.12,G07037;G07036
389865251,87.4726,-66.9011,5.23,G07037;G07036;20SECONDTARGET
