TICID,RA,Dec,Tmag,Keywords
340360114,115.4699,-57.1452,15.39,G07036;G07020;20SECONDTARGET
355940343,132.7602,-61.9214,14.97,G07084;G07020;20SECONDTARGET
300970893,118.3111,-67.8025,13.34,G07036;G07020;20SECONDTARGET
306826966,121.7298,-66.3067,13.69,G07036;G07020;20SECONDTARGET
269855781,70.941,-78.8639,13.73,G07036;G07020;20SECONDTARGET
