TIC ID,RA,Dec
92561835,315.1684482,-35.29190134
92562123,315.1717419,-35.87099996
92693315,173.7368793,-49.13648407
92702180,173.7637889,-53.24219664
92847613,82.78178297,-20.86365786
92880568,83.21585628,-19.57504018
92982886,27.94207744,-15.6474791
92983281,27.91699293,-13.23382248
92984630,28.21713677,-16.92925117
93093765,174.6991786,-52.40032533
93125144,84.84646436,-19.55809732
93211119,85.55816183,-22.37371332
93225610,174.8458282,-51.42462927
93239342,85.84029558,-18.55747404
93243348,85.94376147,-21.42865626
93279196,86.1105704,-22.4218373
93280676,86.11577716,-22.44837332
93281916,86.11831451,-20.1265719
93331175,86.47786565,-23.14029847
93371431,86.55821033,-23.64435428
93412456,175.1770006,-53.96860674
93416618,86.80241591,-21.54334577
93605557,240.4471959,-34.6272418
93844598,176.3026463,-49.06984153
93866005,240.8931607,-32.0005334
93927775,241.0742421,-33.21371429
94011343,176.3683356,-50.88845797
94012094,176.3972411,-50.56657468
94017750,176.5583797,-48.20982175
94346376,177.1046746,-52.48341223
94483093,241.9223912,-33.24935152
94928385,242.3822604,-32.64902018
94930840,242.4691249,-33.5458046
94945758,81.76984654,-11.90096283
94986319,81.85344091,-14.27695759
95057860,90.47467179,-13.46139767
95111402,90.41342816,-15.58928375
95251832,90.64088511,-14.49715553
95622636,243.3012354,-34.3068887
95709395,243.4035724,-33.49648441
95716058,243.372079,-32.34146795
95726960,131.3226106,-6.978527276
95749776,131.5398228,-10.82989502
95749878,131.5286364,-11.00676449
95789856,243.549635,-31.66366915
95793653,243.5931881,-33.01108917
95853590,263.5702879,-48.52677685
95853888,263.5486738,-48.46859232
95961877,141.2189128,-6.00885946
95988103,264.3637985,-50.05969961
95995254,146.0388385,-6.180688656
96055535,146.6413527,-8.604840888
96090423,146.6066259,-6.026373185
96097215,146.8918014,-7.330819213
96102447,147.016095,-8.1687572
96143845,147.3881293,-11.78497244
96144947,147.3217934,-8.83506331
96186997,264.5060141,-51.67406179
96475638,264.9670168,-50.57462041
96486261,244.5588346,-34.91473119
96745915,265.099273,-49.41558447
96829917,265.3236204,-49.16387516
97015435,265.5150831,-50.51070546
97402436,332.5365847,-32.54840986
97409519,332.7143409,-30.74965636
97467706,23.52262443,-28.78354528
97467784,23.59754065,-28.23667185
97475280,24.70831199,-25.02219677
97486178,43.81092209,-20.78140771
97507956,44.34902559,-23.86216445
97508002,44.52388765,-23.60601182
97825640,171.2322464,-27.06229505
98660068,9.028574389,-22.84233517
98957720,181.0010134,-28.32533144
99141741,183.776664,-29.23725695
99211241,236.6842387,-34.68245181
100014359,23.28050175,-47.88205785
100097716,24.0477149,-42.30376769
100099031,24.27237202,-46.94533347
100100827,24.35430629,-45.67788237
100263315,306.5011641,-48.9203598
100264497,306.5827037,-48.98470651
100267480,306.8431923,-53.22060741
100504381,308.5634044,-48.2747908
100508573,85.8104753,-33.42497044
100566492,309.5111958,-48.46206264
100589632,86.45900903,-32.94777801
100589633,86.45396314,-32.94753198
100589904,86.49956401,-32.30643465
100593518,86.82785969,-35.67407341
100608026,86.74801462,-32.53309029
100612903,87.08200058,-33.4318058
100666076,87.28039526,-32.50435993
100669012,310.5063412,-50.26267576
100679848,87.47585833,-30.62114956
100681662,87.51303797,-34.55363064
100683605,87.6247745,-32.777847
100708841,311.0097284,-51.92097387
100725142,87.73995976,-35.76831139
100757807,88.03023748,-32.92518426
100759620,88.20493688,-34.56054576
100775794,88.27867573,-33.80136126
100780304,88.65107436,-31.85955172
100794584,311.6128489,-50.80553303
100921768,54.3087327,-44.4720373
100974694,54.37153307,-43.70445619
100990000,54.81984093,-42.7625513
100992702,55.08152122,-43.24081586
101015833,56.07765704,-41.89768246
101016100,56.05527393,-43.23620797
101039305,56.31614802,-47.35947438
101105374,130.0061326,-12.47537314
101107414,130.0158661,-15.03654168
101109404,129.9731019,-17.30297422
101134898,152.6469589,-12.35401714
101136248,152.717761,-15.70918272
101136679,152.7382978,-16.93081357
101139453,58.38891436,-46.89369802
101172135,153.0575258,-16.17857835
101225566,155.5560504,-14.052108
101230735,299.2909799,-48.93441284
101272159,299.5431741,-53.87233868
101311910,300.1055316,-49.35094559
101316032,156.4013826,-16.75178931
101354316,300.1672461,-49.60864896
101395259,148.720387,-23.33215027
101395750,148.6325668,-22.48745624
101397485,148.7175282,-19.00933583
101417255,148.9991327,-19.95242919
101424907,149.1478902,-33.41849645
101431588,301.0135893,-51.21245752
101497191,149.2258931,-33.79931368
101543913,301.8464971,-52.88078276
101588050,302.0397877,-52.57779647
101588793,150.4806615,-31.73849501
101589406,302.0676975,-53.54999086
101626242,150.705415,-30.57752305
101696403,302.978426,-49.00144442
101780227,303.5792639,-52.44577103
101905319,201.491853,-35.07583675
101930568,12.9673697,-43.70900787
101948569,14.75474531,-44.16082457
101955023,153.7157431,-47.15671937
101960313,153.7533425,-44.46780597
101961987,153.7142273,-43.51517502
102029734,15.70495738,-46.39731037
102030574,15.84467151,-44.70578108
102032194,16.09982047,-47.94033649
102034623,16.5213061,-46.71839702
102041504,205.4398485,-33.59737803
102052882,153.6839913,-42.12194033
102174732,195.4427676,-39.61614711
102192004,195.7940143,-41.38483676
102208559,154.3888743,-47.94724233
102310237,196.2009775,-41.19632503
102469853,155.0696483,-47.69908991
102628474,155.2013532,-47.5659084
102840239,155.8718844,-43.83495534
103108009,156.321726,-42.46740338
103109978,156.5409653,-42.73849126
103183399,156.5331682,-46.6219714
103245940,156.5961666,-44.17740172
103554525,157.4094101,-43.05080467
103832313,194.7609034,-35.97294227
103859362,194.7381766,-29.99851012
103916828,195.1360677,-33.50512935
104022675,195.9866733,-32.43642008
104024556,196.0438919,-35.54953365
105759569,156.3879218,-37.40760151
105763717,156.6066564,-39.36199471
105801221,156.6853296,-38.04225199
105801915,156.7917492,-37.21310407
106080157,157.9155942,-41.10769409
106197013,158.3797004,-40.23843543
106309740,158.8035454,-39.56258904
106400767,159.2417471,-41.34115276
106402532,159.4091615,-40.88834232
106501885,159.8177983,-36.67714745
106818417,161.2889411,-39.46682723
106885642,161.4606524,-40.97337022
107017977,182.8976686,-31.71836621
107018378,182.9264244,-32.53136326
107139259,183.3039172,-34.12528339
107143473,183.4033576,-33.79292011
107250426,204.2107116,-34.46783707
107506563,212.7313655,-31.24004095
107507173,212.7160494,-32.0757005
111243506,30.11698838,-41.77571148
111363395,31.5598462,-39.53889594
111834730,208.0040575,-31.61920855
111835484,207.9566693,-32.99409191
111880742,208.3022429,-31.927618
111978546,269.2329327,-40.30564148
111991770,208.9279665,-32.15961535
111992340,208.9351577,-31.28495673
112037203,209.1837632,-35.29224443
112037211,209.1857319,-35.28865517
112099249,209.5170318,-30.3481311
112176925,209.720824,-32.79241777
112584039,269.4907991,-39.13650798
112680448,269.4491789,-41.71629712
112917492,269.7320313,-36.85837488
113275637,208.9338078,-41.99493779
113350416,208.884978,-47.288425
114434141,10.897442,-17.986588
114435313,11.18498548,-22.00613279
114472728,11.54898237,-22.52210351
114502163,11.93008797,-18.06133789
114503167,12.38929666,-23.36214054
114733031,300.9264288,-36.05970619
114741012,131.839469,-17.05287118
114749636,359.1915363,-22.15320158
114790360,304.0618958,-41.47852713
114792893,359.2921441,-20.83364164
114809327,1.945418391,-22.50855717
114812989,304.0983817,-36.45357498
114818345,2.223519088,-22.17951447
114858879,2.741448744,-18.57293059
114876153,3.266306035,-22.4701534
114912985,3.439575711,-23.21478233
114916975,314.9987172,-36.12963972
114922178,72.42601701,-13.76966875
114924012,72.52834016,-15.80432872
114924130,72.54840113,-16.21715986
114950426,315.2215378,-36.05396606
114988852,315.4609822,-36.57415087
115011683,315.6131877,-38.5309699
115015109,315.7414655,-38.63144725
115108198,316.6063313,-41.38596679
115175339,316.9775349,-41.63723092
115178586,317.3430329,-36.70586151
115242351,6.176882683,-36.11441117
115271591,25.36384079,-38.13282693
115272975,25.51247401,-36.83230303
115284458,26.81959802,-41.75992428
115318198,26.94903571,-37.15948454
115347503,27.45353704,-38.40283652
115349676,27.85981848,-39.83593609
115378668,28.34655326,-38.5946322
115692339,7.110509297,-39.91500348
115943849,7.346420564,-40.66543161
116156517,7.709312504,-40.573422
116156578,7.622117942,-39.51854245
116157537,7.61593893,-40.93958537
117646499,67.85771119,-13.64422307
117650412,68.27634227,-12.54338853
117667820,95.8103086,-31.7903144
117763145,69.5451004,-14.30402318
117774227,69.72311897,-12.1230789
117776221,69.93294393,-16.96307068
117776994,69.83212801,-14.35918998
117799456,70.13653061,-14.20070198
117799904,70.16725436,-12.89081007
117843067,70.3084867,-15.67208871
117843365,70.22189999,-16.5899677
117938087,71.51843266,-15.34336055
117979455,71.803157,-17.25307384
117979694,71.92133572,-17.74508874
117979850,71.81031266,-17.2483268
117979897,71.82440073,-17.11516519
117979951,71.90121567,-16.93445609
118021229,128.4753276,-20.94061336
118034753,72.13555723,-16.32948579
118072143,128.7800593,-18.24437422
118203927,129.2242838,-17.97108687
118273470,272.067388,-55.69123512
118322787,272.4898432,-59.04017883
118327533,10.34448274,-37.34299985
118327550,10.57058722,-36.71816999
118328622,10.6564025,-36.02215684
118329434,129.4459128,-19.63470246
118427067,129.667879,-19.73689535
118486580,129.7831,-22.6616
118525927,272.9299661,-55.36171247
118585879,10.67869953,-38.46346522
118586896,10.92230079,-38.04316728
118603213,130.2234799,-19.85123699
118754987,134.5819684,-22.70094982
118804306,274.0294325,-56.65092609
118811777,134.7596808,-23.2750434
118817518,134.9163004,-19.20805095
118830094,134.8773908,-23.16789067
118842700,274.2813825,-56.02335767
118914286,135.3362687,-20.97324801
118956453,135.4163488,-20.72037349
118984288,274.5849379,-54.33243884
119081096,136.2384827,-18.50250473
119089245,275.1479037,-58.25315199
119153371,275.3713939,-55.71633586
119288496,96.45815749,-38.93556587
119290630,96.61081675,-41.4166692
119292328,96.64668572,-38.60674013
119327800,96.78160223,-37.89550415
119362815,97.17671308,-41.07485202
119445781,97.7495604,-40.91625227
119625675,277.486403,-57.52314154
119727109,277.6264885,-59.29213401
119820859,278.3727903,-58.70877856
119922044,162.5718651,-49.11242861
119925436,162.4128272,-50.59930292
119950057,278.7463742,-55.66342135
119950180,278.7889158,-55.58257107
120033290,279.1093643,-57.45239918
120034982,279.1726333,-56.22697841
120196764,279.9527926,-59.30167834
120197271,279.9491141,-58.8691939
120247528,280.184392,-58.45925531
120428555,0.320489213,-41.48743765
120471632,226.8581209,-49.08861093
120489003,1.722055025,-38.8776688
120523488,2.911017549,-38.01023042
120563317,3.30753045,-37.82287331
120585579,4.451467577,-38.11081403
120606717,4.576808819,-36.50987574
120610833,5.237475162,-35.99826316
120723776,164.0602693,-52.4821673
120856811,164.2826956,-50.76501729
120896927,36.86824222,-27.63520603
120916706,37.10813246,-25.09737222
120932152,37.55718917,-25.18644423
120978659,55.05193964,-19.59278332
121006531,55.16755076,-19.47293857
121007190,55.34329152,-19.58438817
121078878,56.71203648,-23.24972143
121089827,57.14876621,-20.90297656
121103722,224.6522042,-39.90717395
121133560,57.87982461,-21.28111349
121158463,58.30384723,-18.43441671
121194926,224.7876884,-40.87069824
121240521,224.8080238,-37.88123183
121284534,128.5067265,-2.151554138
121338379,129.0908878,-3.860222723
121348569,225.0797217,-37.8706676
121362695,225.3045693,-38.05839757
121389425,129.3632239,-4.93400152
121475272,343.1101887,-45.99145938
121487860,343.3146197,-45.14771609
121490076,343.5723675,-43.01034782
121548853,68.75296112,-19.92138305
121560868,225.7064211,-40.16757577
121635147,70.11044873,-19.67147744
121639679,70.3789589,-23.97644134
121642909,70.59254544,-23.17795255
121784072,226.1787364,-40.86134531
121792588,226.3298566,-41.06723878
121794563,226.2920023,-40.56932773
121796893,226.2596772,-39.98532376
121932564,226.5679815,-41.47051531
122112329,255.1348405,-45.45175581
122162363,227.050519,-40.58393298
122357651,227.5305214,-38.79251067
122402517,227.6980293,-40.44577109
122504826,38.04739099,-32.60633206
122506121,38.27927547,-34.649967
122541607,39.03860504,-30.04497879
122542393,39.19240542,-35.82879127
122555698,39.24419972,-34.57797596
122556844,39.57775559,-30.19406442
122575441,40.01029533,-30.63368455
122608292,40.41419726,-30.06091047
122612091,41.04004079,-30.16904484
122613463,41.08557201,-32.52471491
122613513,41.18849573,-32.21090736
122617317,41.68466219,-31.17963736
122669366,41.8906276,-35.55062153
122670952,42.12895098,-33.78305832
122686154,42.27258017,-32.40589597
123172979,255.578396,-44.44749023
123223573,143.6360307,-5.914947352
123254356,143.8675879,-1.785912063
123270975,29.14431071,-32.13833369
123318675,29.6111528,-33.0667913
123322772,30.31134445,-30.0018292
123404506,32.23692719,-31.74544733
123513438,255.7001382,-44.85405791
123575739,89.05946622,-22.83997545
123624399,89.14349518,-23.2153118
123627908,89.29387241,-18.67228381
123664207,89.74609459,-21.57558168
123717205,255.9236787,-47.16057055
123898871,90.91603057,-19.04086673
124029677,91.54028061,-19.95329551
124079237,91.6337357,-23.11085092
124081634,91.73963747,-21.81229757
124086093,91.92349444,-19.16586534
124095888,196.2858668,-31.98531725
124146529,196.4724105,-31.79151774
124148366,196.6577175,-31.61187823
124151115,196.7260233,-35.86204666
124174267,196.726432,-31.71639208
124184293,92.2411253,-22.4273912
124206468,197.2005131,-31.49946047
124224363,92.33415873,-18.12638562
124229161,92.4498198,-22.77434294
124235800,197.3422688,-32.82924471
124308044,197.8767202,-35.12990523
124316475,92.9295956,-18.1860757
124379043,93.11473604,-23.4925467
124450683,198.7263383,-34.63166635
124453339,198.6488926,-30.72271829
124454726,198.803987,-31.36877433
124494439,93.43873151,-23.86193577
124515764,199.0211605,-33.76392885
124519453,93.5791966,-19.52538609
124567694,199.2213845,-31.50620366
124584703,256.2723638,-45.50212698
124617560,200.0072029,-34.63492682
124751941,94.13806152,-35.14051316
124771255,200.7859681,-33.18987778
124778445,94.44480633,-35.70640181
124854318,94.92065453,-34.3965904
124916068,256.4519198,-44.10504556
124918771,95.07828252,-30.0633671
124919420,95.20903092,-30.63654402
124921846,95.15099999,-34.14414312
124939805,95.52840384,-33.43637794
125080827,227.9836502,-48.7378132
125080828,227.9903139,-48.74368488
125433045,228.1300107,-48.21899255
125739286,215.1228711,-31.2020661
125758616,215.5821686,-34.78679247
125802413,228.07124,-52.09925431
125833964,216.0608653,-33.0868766
126125073,228.0354473,-53.31325804
126461088,228.2467182,-51.97283648
126565548,314.226556,-43.66384995
126584063,314.4169498,-44.1293721
126702952,315.5530528,-43.00210511
126765925,316.420629,-44.94907212
126819791,317.3009198,-46.76792074
126914484,318.4520426,-43.12989594
126916326,318.3727016,-47.55070101
126980816,216.5560158,-42.31859989
127023649,216.5885969,-44.15311258
127025883,216.5342701,-45.22142391
127026216,216.545115,-45.379262
127051472,84.7094848,16.94649861
127092145,216.8007585,-46.13422098
127226712,84.9665633,12.25789733
127229631,84.97990415,14.30307875
127315102,217.2798218,-43.3618994
127435139,217.3837253,-43.78023743
127528383,217.5359543,-45.32135682
127530399,217.6091217,-46.15920078
127532620,217.588073,-47.01104398
127664511,217.946064,-44.80669533
127793615,218.270246,-43.2984011
127953507,218.5331936,-42.09925692
128116539,218.8767635,-42.15782711
128213162,218.9582234,-46.8157736
128214766,219.0792925,-46.24545048
128285413,218.9654657,-43.36739495
128408900,219.3339577,-46.13343933
128447666,219.402317,-43.11129879
128449971,219.3894506,-42.02931825
128529229,219.5562292,-45.87190318
128531633,219.4770531,-46.2851117
128703021,219.7951926,-46.58447513
128790255,300.1103586,-43.04330507
128790976,300.2125855,-43.98201554
128791834,300.2013439,-45.11292199
128833743,220.1758914,-42.21227454
128842562,300.6509232,-45.19601368
128917793,301.2828926,-46.09699903
129053465,220.5390111,-42.78917981
129083414,302.3424799,-47.17077568
129108435,302.2660422,-47.06792982
129117005,220.4598196,-47.27509399
129117325,220.4821661,-47.38827119
129139856,302.6629397,-46.73512195
129178510,302.8158042,-43.66229092
129278622,303.3848734,-47.71322303
129319156,228.8431328,-52.88596356
129376321,303.868345,-44.41041173
129432342,304.4527919,-44.96841335
129458276,304.4017761,-47.09655567
129473639,221.488348,-43.30556866
129479481,304.7332437,-47.71077852
129479892,304.8243801,-47.58029033
129560048,221.6208058,-47.4411164
129579498,305.6145907,-42.04956506
129636548,321.1033656,-41.00669853
129637892,321.1149405,-37.85015398
129646354,321.3681513,-41.7020447
129649472,321.5953102,-37.82943164
129711632,322.1184822,-37.64917547
129766612,35.77749102,-37.57614172
129782156,36.1411818,-40.84045796
129810103,54.27366314,-40.27465021
129839175,55.26981108,-36.94386524
129862725,55.70856612,-37.31352055
129888334,56.02658252,-40.66029206
129890791,222.6082993,-45.68573785
130430186,228.9736365,-48.07368561
130722760,186.7153849,-32.8301281
130790372,187.2841642,-34.83444305
130867823,187.9105155,-30.9818911
130869600,188.0182893,-32.53376079
130924120,187.9945891,-35.55491379
130943601,188.3415545,-34.66320473
130981260,188.5653395,-35.05366752
131003697,189.0339638,-33.74614042
131081098,189.7643812,-30.42238477
131081852,189.7622663,-31.99215025
131195882,190.9783341,-33.26591484
131311326,191.6926155,-33.31548204
131312528,191.6794566,-35.41803705
131432644,203.6815651,-33.31085444
131730580,147.7930704,-49.4105731
132306548,148.4587452,-51.1467087
132480701,148.7134633,-50.24395898
132611413,229.6381528,-51.28197294
132823272,149.0912294,-51.3361616
132916101,149.2955838,-52.63878046
132963419,149.263707,-49.75048626
133043643,149.427493,-48.41408688
133129971,149.4097876,-51.33552202
133331642,149.7514636,-48.19868072
133505138,149.7316782,-53.30154806
133512515,150.0224073,-53.46098403
134420081,150.2347273,-50.63387926
134653865,182.2274539,-41.23160299
134730105,150.4196198,-53.36410962
134754537,182.6409043,-37.87034874
134812686,183.3543195,-38.9291849
134871830,183.8768714,-41.91327783
134971152,184.3945368,-40.00444556
134977626,184.4469304,-36.09394493
135036669,150.2733626,-52.43582758
135176716,185.9030964,-39.30236185
135225667,185.9364019,-38.91138677
135246293,186.1863295,-41.3842919
135371083,187.093607,-39.04118767
135432237,187.4912083,-41.73589712
135510377,187.9967403,-41.05513332
135944328,230.3064927,-52.71104981
136274063,230.4988465,-53.8195796
136504576,150.7314618,-48.62842079
136885683,21.40513623,-14.59878929
136887470,61.03628149,-16.58872802
136887637,61.07832789,-15.7251274
136915882,230.534458,-47.92779187
136916387,230.4506297,-48.31762847
137421889,151.0862277,-48.44573044
137862246,48.25035808,-20.0269433
138188560,230.7897267,-51.73606095
138727432,32.91424387,-37.89292809
138734144,33.32433129,-36.06112273
138740189,33.63310475,-41.16676284
138761375,68.43503261,-5.30966948
138852778,82.58301326,4.204794854
138854185,82.69606495,5.948158448
138899713,82.81054875,3.292137575
138998040,151.5300437,-52.18793806
139091614,319.6133884,-47.00230351
139114943,319.835559,-47.05458942
139121623,320.0395129,-45.02189242
139131968,344.1991669,-47.969222
139148528,344.622709,-44.71686869
139198430,345.6311361,-46.08518546
139232635,346.7197159,-43.52035387
139251123,347.1359806,-45.02650818
139258210,347.4890034,-42.86125824
139267123,347.589755,-45.24671945
139282432,347.8380116,-42.9777287
139285736,348.039821,-45.01713267
139285832,348.0587335,-44.87632423
139314045,151.8348346,-53.34336236
139349673,349.1657957,-44.48916526
139357541,349.4876674,-43.92553894
139409739,80.11214577,-21.23976018
139444326,80.73118183,-21.95570686
139445453,80.65806662,-20.65414691
139445621,80.67443747,-20.42777018
139482969,35.84722625,-26.99537563
139485032,36.08381765,-25.84746148
139528693,63.75626832,-22.11641776
139550876,64.19708678,-21.60985118
139552896,64.48070317,-18.50706233
139576180,64.65621626,-22.96971995
139576743,64.56698634,-20.71525882
139595654,65.16255535,-20.63962068
139679488,322.2506113,-53.70591174
139697052,322.1498417,-52.2596727
139730235,323.323386,-52.73777374
139733308,67.22284663,-21.48196186
139733885,67.16265617,-19.45887427
139756492,323.7211421,-51.82717756
139761672,67.99923852,-20.69946929
139771134,324.1280878,-52.51303146
139825840,324.9988329,-52.35900247
139877968,326.3408503,-48.13373749
139878414,326.3280662,-49.4987601
139879080,326.3810757,-51.56461365
140041127,329.0143556,-52.46375854
140067837,330.1031724,-48.71047413
140068425,330.3015634,-49.06001097
140072112,57.14947757,-37.62015106
140072113,57.14782434,-37.62200108
140074150,57.36352197,-36.20025273
140074174,57.33938587,-36.09248957
140121699,57.68478246,-38.9818902
140122230,57.65644208,-36.4255937
140123264,57.86035225,-40.08572846
140143506,58.596533,-40.35700635
140176216,151.8867614,-53.26014868
140213635,84.95766556,-32.62921558
140214221,84.9122461,-34.07409739
140284353,85.31436446,-34.83221692
140284971,85.36219009,-33.40074185
140286693,85.54824522,-30.53543671
140287227,85.50003605,-31.87318921
140288359,85.56331261,-34.66781534
140459480,20.4127492,-33.23242349
140476743,20.82157255,-33.54801944
140477430,20.87899345,-30.94561494
140493740,21.16799955,-34.13994869
140496768,21.77017152,-30.23588817
140497146,21.74206093,-32.54317715
140580875,68.56433256,-73.20877955
140687214,73.20674148,-76.34002563
140690428,73.27352136,-72.40767919
140691463,73.70122089,-76.6805246
140692280,73.79666886,-74.93685462
140724078,231.3992952,-51.34102495
140760434,74.13024227,-74.92044562
140830390,75.62728195,-72.91413906
140893238,76.53873368,-73.03766979
140893722,76.81806854,-73.24621019
141074654,228.5032314,-45.01213289
141151953,80.63460447,-73.80143345
141186075,81.32930825,-75.69240144
141280255,82.97013315,-76.34091375
141335886,83.68659509,-73.74127767
141412823,84.23733419,-75.61148189
141482069,86.95055776,-72.70225091
141482386,86.82069787,-72.42266029
141527579,87.73613394,-76.6202899
141527965,87.71420942,-75.68890937
141608198,88.96058444,-73.9846888
141663460,228.632009,-43.38499756
141663464,228.6291491,-43.38701853
141768070,91.93741908,-73.39173269
141770198,91.87542675,-76.69090325
141810080,92.56030883,-74.75304544
141969034,177.9233682,-30.83480663
141973945,178.227248,-33.908154
142006351,178.3617049,-35.06664156
142019343,97.22795299,-73.32704693
142019956,231.7673369,-48.45564218
142039824,178.5471217,-30.90708119
142087638,98.44237797,-74.19012304
142105158,98.78328771,-72.45679854
142108949,99.42388082,-77.53855593
142110847,179.2656067,-33.3154583
142141870,179.8429097,-30.06081591
142163992,36.74634698,-47.7038413
142171554,179.9778557,-30.22161631
142206468,38.74884515,-42.11290221
142211778,180.5462321,-35.54861547
142268253,39.95005468,-42.89175313
142275448,40.53518251,-46.52444151
142277868,180.7664062,-33.66534952
142306008,41.31949507,-46.2869757
142324512,181.299802,-34.20899205
142375417,181.486093,-35.69391992
142378043,181.6324635,-31.64567636
142505974,229.0435818,-43.48499787
142755882,138.1723956,-3.033073606
142797582,138.796831,-3.967811616
142812088,229.118754,-44.50369435
142868366,50.93592048,-32.70708747
142868621,50.94278894,-31.26490015
142874735,51.48267499,-35.92088457
142889216,51.88925602,-35.68132575
142889338,52.04802187,-35.85342715
142937186,52.2909729,-31.3630447
142938659,52.64716454,-35.20369553
142976476,53.4866486,-31.08013888
142977105,53.63995794,-31.87480217
143022742,54.46691961,-30.05717742
143028361,54.54133725,-31.29956717
143029733,54.67585065,-35.20425487
143032422,167.3293575,-11.6777837
143032776,167.2554878,-10.1883474
143059017,167.9031271,-8.694219329
143093935,89.08726461,-31.38243762
143095430,89.20419069,-31.97624459
143108992,89.3842138,-35.28328249
143127398,229.229023,-46.20235633
143128783,229.2157722,-47.86455072
143143769,89.59897916,-30.8117675
143147010,89.91158996,-35.35259262
143206598,90.31790707,-33.91183412
143257766,293.3892024,-45.89268416
143257768,293.3896804,-45.89165141
143271144,90.72749692,-30.83293044
143314844,91.08443716,-32.17242873
143350972,82.24636675,-17.42924055
143359172,294.0362327,-46.15135804
143410850,294.5721309,-46.39799774
143463658,294.9240803,-45.27855332
143706523,229.449337,-45.71489346
143797704,285.7786569,-42.09510358
143896271,332.4911686,-48.10766074
143934343,232.0400611,-52.02967608
143943592,232.1133706,-51.59793399
144000801,336.2788398,-52.53662181
144002706,336.4423814,-49.82590136
144028101,229.63332,-47.875204
144048277,337.1253171,-51.788049
144065872,337.4572324,-48.00306924
144070566,337.8886209,-53.38250921
144120662,59.8345188,-43.91747337
144155193,188.5443165,-41.83727383
144193715,327.7534978,-43.56235613
144219989,188.9397181,-41.02195043
144276313,353.7690451,-42.61515024
144276942,353.9040839,-44.80882279
144301052,354.2974935,-42.01025894
144301273,354.4455512,-42.96637681
144301739,354.4624783,-45.49235222
144301755,354.4582704,-45.56878505
144309212,354.8664413,-46.63784082
144321743,189.6303264,-41.47363027
144327080,355.5450707,-47.91260944
144331653,355.7747039,-46.31214292
144334942,355.9750677,-45.46256715
144335025,356.0055061,-45.08312164
144336525,356.1149099,-46.86658006
144386207,357.2006017,-47.65002237
144386393,357.2326084,-46.84213525
144395071,189.9688645,-39.98732746
144398601,357.6484983,-47.37694333
144440290,359.1615035,-44.71907803
144460668,0.079534785,-44.29050642
144482357,49.510811,-28.79707071
144486060,84.16666292,-38.51909964
144497946,49.89544895,-24.1229055
144498590,84.34074455,-38.02285662
144504128,50.18834757,-26.60650758
144506852,190.8594335,-40.17784638
144510619,190.9944544,-36.34915187
144514566,50.56785847,-25.5878038
144517863,84.68136122,-40.70730536
144523211,51.06759504,-24.30072857
144568325,190.8764838,-41.32178468
144596888,52.97352851,-25.614149
144598569,53.11113128,-25.65849887
144609971,84.59056543,8.487309829
144611068,84.50466141,7.541417861
144620544,53.7183575,-25.58282736
144645881,229.731091,-44.50033467
144699691,84.86471662,11.5029453
144700903,85.07995102,11.56280139
144771989,192.3435056,-40.77521096
144921815,192.9872143,-39.68043016
145005999,193.3054165,-39.39022457
145006683,193.3591223,-40.17892146
145204443,229.9733295,-45.71798211
145804834,230.1342985,-45.54118528
146159585,232.70066,-53.37430836
146172354,157.8670477,-42.24019964
146238520,157.9860045,-45.06965427
146238523,157.9893181,-45.06671681
146246251,34.33282127,-35.98295792
146250001,34.91745009,-33.61957663
146274744,158.1400394,-44.61850478
146282666,35.98821362,-34.10943594
146311668,158.2369137,-47.00335999
146423464,75.3565882,-20.05191816
146431583,158.7933852,-43.66458595
146433318,158.7125249,-44.94891097
146434840,75.36074686,-22.38224367
146438872,75.53169224,-22.71190623
146439619,75.68741934,-22.79504792
146467673,76.08312693,-20.72583928
146467675,76.08191052,-20.73126578
146471505,76.21186629,-21.90458038
146517192,76.36527214,-22.37103302
146520535,76.64954663,-20.24559546
146523123,76.79058054,-19.39191315
146523262,76.73703154,-18.90465186
146589986,159.2215943,-42.54166647
146608860,159.7096401,-42.75344416
146636025,42.24623189,-45.0899919
146664561,159.9796583,-43.77042821
146664806,159.9209128,-43.54921756
146731630,45.73276503,-46.97502522
146732878,45.98012602,-43.89801541
146758127,160.5916107,-47.22028018
146841337,160.9080829,-47.79045912
146842334,160.8965003,-47.2563809
146999446,161.4210064,-47.45980578
147092818,161.9452725,-47.02498305
147113185,321.756761,-42.54793317
147188238,162.1727896,-47.74989579
147193084,162.2711511,-45.08554095
147203645,323.1959072,-44.01778439
147204909,323.5057287,-46.61072668
147206199,323.5714896,-42.92467973
147209584,162.3569681,-42.36743464
147226597,230.6702886,-44.68961951
147284470,324.8007272,-44.37528974
147285823,324.9669272,-43.13199485
147302550,325.0994927,-46.29664228
147340931,162.9168768,-44.98470711
147407292,327.0656294,-47.30361669
147407408,327.1323536,-46.91409506
147422354,327.4393596,-46.61100087
147425389,327.6175632,-46.29524899
147425848,327.5080849,-47.72513313
147426184,40.83433086,-40.5278971
147456499,41.06084412,-40.19678137
147622676,163.7541742,-42.25112841
147660201,163.9094233,-42.8493571
147660886,164.0318036,-43.37673199
147723246,232.7896229,-53.77715985
147829016,230.8540823,-46.14041573
147868882,265.621944,-39.03008779
147929828,229.1348637,-39.56094791
148016893,229.3227666,-41.92702856
148019426,229.5392986,-41.06116743
148158540,229.7348995,-40.78822232
148191164,265.5641469,-40.46225797
148257871,229.8821691,-37.09715906
148415659,230.3970922,-40.74948213
