TIC ID,RA,Dec
19687727,125.1228655,-6.627149951
19817889,125.7253944,-7.543121258
19819072,125.6256826,-6.179156449
19941715,126.1648471,-11.52450126
19944744,126.1160663,-8.520179942
20060837,88.71867465,-39.95785635
20067269,137.1757518,-8.589525834
20069221,88.8746266,-37.12064533
20069685,88.78492679,-38.38897809
20086799,137.398209,-8.787646672
20178111,89.89750047,-40.3957704
20231212,90.5265164,-38.98932842
20299658,90.96391294,-39.54646227
20318757,167.1337084,-29.65319093
20319492,167.1832959,-28.08065215
20375215,167.6082671,-29.41397921
20417152,167.9910003,-26.8061154
20489905,168.6573937,-26.0752128
20892672,1.399014156,-19.48951071
20897611,1.48486691,-20.65374186
20923202,7.594397159,-23.78768225
20926643,10.13664828,-23.80492191
21106378,186.7450503,-52.70293278
21113347,186.7873036,-48.97841054
21113446,186.7005895,-48.91319418
21165132,187.009925,-50.23063532
21364201,267.4369731,-42.60528611
21466698,267.715649,-42.33012321
21504820,85.87577168,-39.40690838
21505121,85.82661122,-40.38342179
21527567,248.3012895,-49.58920752
21539945,86.27665323,-40.19894006
21619473,86.87283779,-41.59020625
21626728,86.99200544,-40.65297633
21651176,87.61901946,-37.62123493
21718294,87.98073624,-41.10529033
21726745,88.13827179,-37.63106054
21728617,88.19880648,-38.52599704
21747057,88.43226758,-38.03126682
21999706,267.9356635,-45.60070838
22020459,147.853642,-25.59392249
22029931,182.7621275,-45.42286372
22083423,148.2417825,-27.33217215
22121296,148.5657412,-25.09359163
22121759,148.5513582,-25.93232308
22146284,148.7668633,-25.3666021
22217266,183.5112424,-45.72391865
22221375,149.1243507,-24.09938772
22234795,149.2253839,-27.47515486
22235339,149.1951945,-26.54967131
22295632,268.2190954,-41.99652433
22384839,184.0371681,-45.42635596
22452837,184.3493126,-46.17362961
22457387,186.8111953,-18.41178389
22560356,184.8011543,-46.78025452
23222558,166.7847949,-32.58702553
23223563,166.7180677,-30.55497564
23240716,248.3996815,-53.20022345
23327012,167.472474,-32.3675274
23384899,168.0616303,-32.43379936
23408630,269.1975509,-44.34220845
23435610,168.1961855,-32.85266789
23559976,169.2399266,-34.92733901
23583692,169.4119103,-34.73737475
23610552,169.7087644,-30.4737244
24207200,14.69058906,-5.882815651
24208171,14.68278467,-11.37997632
24247955,15.39302642,-6.799535279
24345411,79.04398527,-11.35255923
24358417,81.34438352,-34.66832672
24360869,81.50380608,-32.20917921
24407454,79.5039601,-8.228110393
24449672,82.27785349,-30.11672548
24449988,82.35199674,-30.95620074
24526119,82.8031208,-35.4705168
24531951,83.28078261,-35.13937401
24603068,80.57769634,-8.66612592
24606634,80.81472123,-9.325507416
24608852,83.81448008,-33.07972552
24612639,84.15143076,-35.06120809
24615998,141.3959784,-33.22948689
24627008,84.45036517,-34.68969244
24662304,80.8271249,-8.415592
24664982,80.98679057,-7.808060182
24687948,141.6468865,-33.89739502
24696823,81.09092537,-10.34647241
24699290,81.12021637,-6.147169197
24702035,81.25726762,-10.32888523
24722209,81.48483504,-5.991576825
24724770,81.46273677,-10.28336279
24733359,141.9099691,-35.00737648
24837152,142.271348,-34.76480323
24910738,27.39626595,-10.68640008
24912242,142.3253691,-33.67253758
24918650,142.5821944,-33.40387262
24924016,27.86516554,-10.33502598
24925021,27.90750117,-6.874139798
24972138,142.6920809,-31.8892016
24972140,142.6906623,-31.89111263
24978373,29.29003071,-10.24242549
24979702,29.69165574,-11.30095529
25002411,30.11174428,-8.523860177
25060155,142.8839853,-31.87181113
25096757,142.8876915,-35.71474853
25155310,63.37393962,-69.2268227
25164677,143.4271506,-34.73012033
25321576,143.7992663,-35.82374888
25425217,192.6715178,-33.99933736
25457429,144.2912233,-32.17867433
25485058,192.9866412,-35.08241732
25489613,192.9364071,-31.0836915
25671382,145.0704249,-30.92173875
25778661,145.4678911,-30.30338007
25784722,145.6723003,-35.50170858
26051436,150.9237856,-10.57525759
26165905,152.1902272,-10.88478622
26228171,153.0800781,-10.32143297
26305150,153.910485,-9.324640637
26306754,154.0374924,-11.20341865
27966179,358.7515644,-22.53875093
27973812,359.0299391,-21.99206781
28116365,14.35140268,-21.55057356
28324536,247.0602905,-37.17988277
29563900,247.9240397,-41.81714711
29576257,247.9182567,-40.22497099
29628522,97.1635105,-32.37127849
29780740,64.9612897,-69.85426223
29781207,65.10709623,-68.36081175
29781292,65.2380522,-68.10264277
29830212,66.30245912,-66.7171535
29831208,66.58254045,-67.80649444
29836061,23.26468455,-9.014661168
29911591,166.1081073,-39.82069703
29918916,24.74026651,-7.280904542
29919341,24.88442474,-7.394604818
30023898,196.6461733,-41.58844325
30037565,73.54136046,-70.3793108
30072900,196.7283217,-37.54987223
30110465,73.37707179,-66.67541966
30136789,249.2854358,-52.38169837
30199562,207.2294383,-35.70417956
30293512,198.0132638,-37.80302202
30312676,74.28676846,-66.39033353
30490789,198.7894083,-36.37141054
30722080,75.38660387,-68.02871023
30753143,200.1492275,-36.71227953
30762159,75.67916031,-71.31429904
30853470,75.91542939,-66.65515725
30853990,75.79336848,-66.35913322
30947715,79.61782371,-28.00592915
30960202,79.84868832,-27.36888481
30960976,79.87991298,-25.12419032
30992795,201.0960381,-38.03340904
31053527,80.44272419,-24.77298049
31054498,80.50884775,-25.7223411
31092198,80.79997174,-26.70543347
31114545,80.89601464,-24.12129545
31123761,265.3176759,-46.92183697
31142436,81.39759714,-25.51721413
31258738,82.15701095,-27.03174075
31268146,88.07146961,-70.92013136
31324818,265.5991229,-43.57345493
31356575,83.25738023,-25.36708942
31374837,83.26916921,-26.72451897
31378822,83.46661109,-29.8492231
31474418,83.94882341,-25.7384796
31475829,84.04289736,-28.70801333
31656385,46.65951978,-66.00798289
31747041,49.49614949,-66.92685144
31798594,51.00963963,-69.62460417
31799975,51.40105652,-69.33643525
31852980,52.54054618,-70.39958377
31879447,265.8630058,-43.7677404
31929199,53.97085052,-69.19298879
31943299,54.40845546,-70.33075583
32052027,57.25145537,-69.87855081
32090583,58.42034938,-68.73945051
32199952,332.5006363,-28.29243552
32257224,22.93004051,-30.28326084
32257259,22.8745329,-29.98498684
32268449,23.71160084,-31.89231614
32283664,24.03539801,-29.90730383
32283946,24.1726405,-31.67080489
32284043,24.20349088,-32.29715111
32307244,24.83974281,-33.56477879
32354173,25.53592626,-32.32702395
32396858,26.15327711,-34.40604766
32433365,27.33092176,-31.07246161
32460142,266.1675172,-44.24584356
32461070,266.2607609,-44.12446329
32462792,266.1273171,-43.90509628
32487566,4.602920114,-15.26729931
32497972,84.10884938,-24.24385643
32498058,84.193498,-24.03119449
32499622,84.31875189,-27.87146797
32499655,84.3267664,-27.97257687
32500750,84.43590781,-28.68969002
32543519,84.52876713,-27.21074946
32553282,21.16640881,-15.66045236
32605534,85.24489258,-27.95215371
32662773,176.5414188,-24.87348003
32677675,85.70464351,-25.99651278
32761595,86.37768923,-27.48441293
32816967,86.76907078,-28.63891299
32830028,86.75217021,-24.84221798
32925763,87.37327812,-25.37565579
32949762,87.67942993,-27.62317187
32996636,144.506051,-43.19093488
33005493,87.99828032,-29.44942401
33063882,88.55836205,-29.14724215
33104115,88.89385066,-28.95369257
33107833,89.07618102,-24.08888091
33153766,144.7737501,-45.42620912
33159936,144.6849796,-43.0272649
33350443,266.7466387,-47.20833087
33418853,87.47293361,-22.97188772
33474500,87.83036169,-20.87907729
33491978,26.23985293,-28.72654537
33492996,26.41152687,-25.05261516
33493217,26.38821415,-26.39711619
33494267,26.50440785,-27.34883135
33517080,87.86922593,-22.92694762
33521996,88.14681939,-19.03165848
33547560,27.48978912,-29.04088885
33594761,28.76811368,-24.8897083
33595516,28.71543321,-29.42179754
33651215,145.5560975,-43.00420645
33661827,145.6162449,-46.86515541
33690636,93.12235197,-16.79193255
33692729,93.05819734,-14.65001724
33716474,60.96138507,-76.02185825
33743341,93.19302793,-17.76322835
33831980,63.41682489,-76.09769327
33833289,63.62869124,-75.80808264
33840683,64.84156823,-74.58622023
33878688,66.22227968,-73.33334532
33910482,355.759328,-29.04399413
33911302,355.8449164,-23.9979263
33912893,356.1211068,-26.24663522
33982930,357.2314395,-28.13027812
33984043,357.4566493,-25.33138869
33987720,93.93702545,-13.71841094
33993533,94.03204807,-16.61800616
34016990,358.1703191,-24.98516852
34035685,358.3368526,-24.2292534
34036698,358.4341798,-29.39658099
34038105,358.5891931,-27.04290625
34068865,146.1243194,-45.77650711
34077285,94.16446909,-13.98743702
34143703,94.42385104,-16.81590567
34257670,94.70329862,-15.02496036
34384351,146.6265447,-44.75505803
34392328,82.1770352,-8.376672194
34395020,82.30393075,-10.32877898
34463960,305.2162348,-35.67367611
34466256,82.46985817,-9.158526874
34470202,82.58647283,-7.434814458
34499178,146.8944293,-44.93896082
34504326,146.9204007,-46.64039235
34505005,146.9215439,-46.86529743
34512896,82.9827506,-7.301532326
34524670,95.37924759,-16.52559346
34528966,95.52544396,-15.6634292
34590771,95.67492231,-17.95590981
34613661,305.772041,-33.048211
34729329,96.06967012,-17.0528281
34798133,306.934345,-30.86784629
34802109,307.1366612,-34.40974219
34813771,147.2871837,-43.4828229
34864575,307.1947663,-35.5958629
34870661,147.5106709,-42.02036593
34876569,147.5308451,-44.65210145
34978189,147.6747234,-46.93392082
35006277,224.6714739,-57.85111525
35009898,164.7241219,-5.546398821
35106764,224.731582,-56.41525922
35126172,147.8321023,-46.19378177
35168827,147.9194492,-46.54762025
35302284,249.790002,-52.84979737
35315453,249.8082601,-52.09986262
35528112,148.5960241,-46.63685318
35601530,148.6629066,-43.32114351
35652085,148.7251541,-43.68850579
35666218,23.71382811,-3.523886282
35678037,225.0676831,-58.30632221
35758536,148.9575193,-43.04889295
35855047,149.0800078,-46.62444044
35972578,149.2424868,-43.38464246
35973654,149.3654288,-42.86119695
36227841,149.8538501,-45.44936854
36232310,149.8015261,-47.0923219
36381058,150.0615147,-44.01635591
36452991,150.0625484,-47.44524081
36588473,250.0662308,-48.30777589
36607746,225.5248136,-55.28818094
36718161,150.7569516,-43.79991886
36724087,154.6464046,-11.71673377
36734222,154.9083706,-9.80627864
36736310,154.9978384,-9.059002503
36808091,150.719322,-46.37473639
36808779,150.835755,-46.63618807
36833768,155.6740851,-9.395139564
36958337,225.7664941,-58.22975875
37058275,250.1857628,-48.75616957
37077600,90.30457437,-25.41776028
37117064,90.48815955,-29.13630674
37151313,90.81501466,-26.28454086
37254377,91.43979379,-24.19554876
37302048,91.52307978,-29.75862154
37376262,134.7741457,-29.27663218
37380603,134.8158972,-28.80603719
37442967,92.44641907,-26.70107884
37498177,92.64450143,-27.1543416
37502604,92.80690236,-26.48209827
37569580,135.2975818,-26.6637152
37570528,135.2761653,-27.51574148
37575651,135.3404876,-28.3245796
37660654,93.38949487,-29.39573824
37685634,135.7105649,-28.19673123
37691927,135.7867614,-25.50420842
37754672,135.7666729,-29.28069036
37770169,94.00965475,-25.03112256
37772171,94.00751479,-27.50962323
37790593,93.98820096,-29.78842304
37879352,94.30333906,-24.07458167
37887026,250.1849958,-51.47825716
37907463,66.42630882,-9.926633935
37919523,136.277467,-29.01817902
37998783,94.91541062,-26.98415292
38118291,137.018986,-28.91607509
38120064,137.011586,-27.30543295
38121517,137.0120006,-25.85853698
38125977,68.34202883,-10.78533658
38127231,68.38181296,-6.988084306
38127832,68.47803092,-6.738908504
38151942,137.1813806,-26.7675987
38215537,137.2898439,-24.84395903
38222463,137.3933616,-29.81690699
38314851,13.42222419,-4.525586881
38396606,60.32563115,-61.07881928
38396965,60.22420215,-62.15929102
38454685,138.1356293,-26.51024658
38460940,61.13321966,-62.98722491
38467100,61.52400546,-60.46725219
38469670,61.84012879,-64.22235186
38494973,138.3397955,-29.66436676
38509907,62.37839537,-62.85137093
38510224,62.51607883,-61.94246153
38571020,63.19914437,-64.34757135
38574220,63.70227702,-62.19181157
38574307,63.606185,-62.47385979
38584799,63.93785869,-62.72503422
38586082,64.08750162,-60.94850328
38602305,64.41779873,-63.25541338
38603673,64.41495086,-61.39210265
38680052,65.52869501,-61.36872785
38680734,65.47219117,-63.38638785
38696105,66.1363122,-60.12997653
38699658,66.27223659,-61.23819113
38759751,66.94178586,-62.52120211
38807464,6.675010581,-69.30710751
38828538,68.39145603,-62.82367715
38828619,68.38679367,-63.02916071
38846515,68.95970924,-64.02703688
38877693,69.18934307,-62.07748008
38939275,69.65094981,-61.34338363
39177520,250.4176088,-49.65155279
39218269,88.50498467,-3.640003924
39222289,88.64456669,-4.064712064
39654517,250.3350653,-48.76298003
40709970,227.8165974,-55.34603132
40716679,78.43940112,-67.18525975
41173048,91.22454889,-69.36041719
41227743,91.519877,-69.420275
41230564,91.71061504,-67.28333854
41232189,91.53908976,-66.03961957
41331819,92.18442785,-68.8434121
41533313,93.72818531,-71.65600756
41533357,93.77507618,-71.70276444
41861079,20.67941394,-36.59653843
41861271,20.76028359,-37.70238016
41863903,21.16994527,-41.49254677
41865539,21.32232559,-39.94781306
41898588,21.74197229,-41.74741423
41955938,22.20725862,-36.83309395
41976025,23.23348482,-36.86522678
41995709,23.78803382,-41.50730994
42013785,23.99547494,-36.45367545
42015200,24.21597634,-39.14255651
42054565,24.16868686,-36.41365899
42055006,24.38587885,-38.13482626
42056775,24.61451591,-36.52825049
42208475,250.792081,-48.87701186
42616129,228.629383,-59.73525852
43363268,9.703263368,-25.10781778
43374124,10.13891715,-29.42085901
43375303,10.39362014,-25.19655091
43486732,74.96025404,-10.26328342
43533276,75.3597736,-7.173964347
43602679,75.44841805,-10.93385457
43604949,75.47579008,-7.660229021
43644972,75.99779012,-10.63518364
43647325,76.08180172,-6.229826703
43903580,78.20053586,-6.057187545
43968907,251.1656002,-53.15231277
44180973,229.3785366,-58.80120512
44510874,145.4706952,-41.48365011
44514807,145.6913668,-39.78679956
44565276,340.6794863,-44.24801179
44566714,145.7451261,-36.96554997
44577667,340.666848,-46.884558
44577692,340.6536804,-47.21081246
44625967,341.4199366,-46.54733699
44628526,341.6820004,-46.93944739
44645100,146.0650436,-39.57117977
44647437,59.41050142,-25.18997696
44661296,229.6918164,-54.36425276
44678216,59.98117972,-24.01621164
44737391,60.87054677,-24.46008858
44737596,60.94933059,-25.40891384
44737687,60.89114993,-25.84789641
44743049,61.40598258,-27.65180623
44745077,61.63993326,-25.09373841
44745133,61.65778149,-25.34970998
44764338,146.4194705,-38.88748306
44791617,61.83687219,-27.26977009
44792534,61.94108623,-25.2086753
44797824,62.45451203,-26.02197664
44898913,64.12984082,-28.31470963
44987367,146.8951446,-38.18971283
45044984,147.1168546,-37.6360894
45102774,147.3670159,-37.18676342
45160286,147.4639478,-36.26846189
45254409,230.0541517,-57.39804212
45492609,148.5304167,-36.53337889
45602275,148.8587996,-41.58688622
45604747,149.0222181,-40.82454445
45655786,149.0348336,-38.08887172
45874765,149.5764218,-40.76226451
45881495,149.6376898,-37.70752776
45883663,149.7178147,-35.89097159
45996325,150.0805744,-39.65955785
46080184,230.5004746,-57.14528337
46312112,83.18256946,-17.82228916
46312858,83.17435583,-16.31918952
46560321,84.71973031,-14.04078344
46562312,84.81760117,-17.84942106
46627476,85.01129176,-17.56412026
46640111,85.29909748,-16.87548851
46641304,85.42296088,-16.7258276
46687999,85.56031736,-17.53037354
46698351,230.7106341,-59.83536016
46705199,230.8443822,-59.32079247
46799297,141.8967764,-8.658452254
46799491,141.811053,-9.223752
46802551,141.9449936,-6.071335062
46807139,230.7896545,-58.72677606
46821941,142.0553067,-7.720739725
46822713,142.0855103,-9.986869741
46903632,142.912435,-10.55203174
46903697,142.9821214,-10.3703411
46955658,143.3329504,-7.190227936
46956144,143.2582211,-8.505372539
46999289,143.5407008,-7.43318953
47089299,144.4646095,-9.424448405
47124392,144.9475455,-10.57026094
47143972,145.0122981,-10.97721433
47144803,145.0836404,-10.76918399
47174633,145.3646477,-10.50256775
47220926,80.70159612,12.28922459
47276617,339.9341008,-28.32566035
47296054,340.1639362,-27.04360219
47315372,230.9629153,-57.33064782
47316976,340.3077309,-28.03266583
47336389,340.5920283,-29.36105013
47344320,80.90711541,16.69927055
47422872,341.9841778,-25.91202907
47423120,342.0675012,-24.83859731
47425697,342.2561049,-24.95924478
47482754,342.7325876,-29.8088775
47482845,342.8372441,-29.53630584
47510590,343.8320078,-29.61236724
47512990,98.38282432,-29.61697737
47552789,344.412715,-29.622122
47553484,344.4520258,-26.16667118
47587394,100.6658673,-26.08400165
47601197,97.40814656,-21.99434671
47617038,220.3503704,-33.95038546
47617161,220.4268003,-33.82613339
47619476,220.4634882,-30.93315648
47622411,220.5546545,-32.77032175
47720259,97.89171124,-23.95156995
47723906,159.0187871,-26.67548109
47763235,97.96402567,-23.41841781
47908160,98.36109963,-20.92396143
47910695,98.31684419,-23.06713032
47911178,98.35111367,-23.4861936
47958845,221.9733933,-32.24708975
47966569,146.9021311,-33.24367923
48002277,222.1362539,-35.84150436
48096583,98.76411912,-22.96480315
48099802,98.87841044,-22.10905202
48103627,147.4067435,-33.21850573
48178229,99.17258203,-23.30979387
48210046,148.0436277,-34.63777527
48232997,99.17110143,-22.61473137
48274889,148.0647797,-33.04493506
48276576,148.0866748,-34.95790501
48402361,99.59544707,-23.58031915
48430763,149.9859548,-31.34953918
48476907,150.1529206,-34.68195017
48476908,150.1541351,-34.68155492
48619239,96.63686762,-26.10401489
48622550,96.79735308,-25.8564975
48768158,162.2268092,-32.41987105
48780499,162.4875782,-34.05818072
48830068,162.887736,-34.53773481
49043968,164.3493839,-29.99712823
49045066,164.3166153,-32.32250038
49046332,164.3591129,-34.69005094
49066806,164.676792,-35.34112794
49068464,164.8072583,-33.73759119
49099038,165.1699307,-31.83936899
49287501,204.6752965,-29.56086829
49452040,273.5333927,-52.84140531
49593774,37.06746158,-36.34085001
49617263,37.8850387,-40.01625552
49618099,38.06150775,-36.42729851
49703032,95.85717756,-26.37959369
49705089,95.93429358,-24.02468793
49706390,95.98296278,-25.57762252
49771092,96.06623531,-28.13467802
49772444,96.05446185,-26.44502675
49831913,96.18283228,-28.78011563
50010670,251.8672163,-48.31946592
50618703,82.28992398,-0.342561857
50620740,82.23711385,-3.307433279
50621545,82.25372036,-4.692435203
50623856,82.34868637,-3.446392383
50625429,82.43325612,-1.092238397
50712784,126.3378485,-11.50098639
50715073,126.4057299,-8.956060787
50726077,82.86414944,-3.677228424
50743469,83.00166648,-0.299087122
50745119,83.00047669,-2.417620874
50745677,82.93197009,-3.216468999
50751260,126.5778345,-10.50474648
50758245,126.821951,-6.409715041
50788827,83.15826557,0.011928314
50790250,83.17229318,-1.59182707
50790356,83.28060419,-1.717358486
50794637,83.4071549,-3.463170953
50896383,127.0824507,-8.816281304
50897998,83.38103017,-1.156072085
50929829,127.2125068,-9.748584316
50998401,127.4214809,-6.318786204
51256738,128.444886,-9.998161862
51362994,128.8674952,-7.982292307
51368634,128.9663221,-11.29147127
51419011,243.849823,-42.89942468
51513275,129.5844861,-6.662319421
51612589,243.8138248,-47.37201974
51901086,98.16240873,-32.03044046
51933566,98.36400283,-32.22638051
51995257,98.44245398,-30.58285637
52044923,98.72604227,-30.09202355
