TICID,RA,Dec,Tmag,Keywords
115692439,7.0565,-38.4256,15.56,
115944025,7.2237,-37.009,11.87,
116156795,7.5483,-37.6805,16.38,
118327550,10.5692,-36.7178,10.35,G08145;G08140;20SECONDTARGET
118327563,10.7434,-38.1271,10.52,G08158;20SECONDTARGET
118328622,10.6565,-36.0221,5.35,
118826478,11.1317,-37.83,9.96,
120606717,4.577,-36.5099,5.54,
120606915,4.7825,-36.5688,12.5,
120610731,5.1396,-36.6125,15.8,
120610833,5.238,-35.9986,11.5,G08035;20SECONDTARGET
148993614,3.4258,-35.4505,14.85,
149011346,3.7434,-34.9043,4.96,
149019524,4.038,-31.4466,4.48,
149020199,4.175,-32.6886,5.77,
179824167,13.5489,-39.6782,15.97,
180145929,14.5,-40.0049,12.65,
180145930,14.4996,-40.004,12.08,
180444482,15.1475,-36.2383,5.7,
180551159,15.3919,-38.2154,5.81,
183533908,5.384,-37.7562,16.46,
183560893,5.7162,-37.4035,5.51,
183584657,12.2225,-37.2868,12.23,
246822943,4.9018,-28.1727,11.62,
246822944,4.9,-28.1708,12.16,
246847023,5.3803,-28.982,4.35,
246851137,5.8425,-29.8475,4.85,
246853257,6.0999,-29.6635,11.44,
246854768,6.4404,-27.7105,5.77,
246860707,7.0584,-29.0405,5.82,
246881248,7.8039,-27.2151,14.8,
246894471,9.1757,-27.4218,10.82,
251841753,6.8252,-33.8819,5.84,
251845233,6.9819,-33.0075,2.81,
251848611,7.3098,-32.4482,11.81,
251848941,7.3026,-30.4544,10.42,G08041;G08140;20SECONDTARGET
251849907,7.8362,-34.6887,12.35,
251854153,8.3052,-34.2849,12.23,
251854607,8.432,-35.0059,6.05,
251855101,8.5225,-32.2855,5.9,
251857373,8.708,-31.4979,16.42,
251858916,9.0587,-34.393,16.6,
251859519,8.9717,-30.9783,10.72,
251880902,9.9939,-33.9622,6.16,
308208616,5.6959,-35.3861,7.04,
308209261,7.4543,-32.1161,5.43,
308209305,7.4816,-31.7391,11.8,
308209306,7.4802,-31.739,11.18,
308209763,10.9528,-37.4729,7.16,
308209899,11.0527,-38.4208,4.93,
326095780,15.8229,-29.5261,5.45,
340703996,6.1843,-27.1366,11.33,
340704441,8.4208,-29.5585,4.45,
402129816,11.4992,-30.2846,12.37,
402129817,11.5004,-30.2844,12.1,
402129906,11.6551,-30.191,5.74,
407625295,11.9221,-31.353,5.88,
43374124,10.1391,-29.4208,5.91,
609943390,6.5266,-32.4065,17.07,G08002;G08062;20SECONDTARGET
609945103,4.1711,-33.6994,16.66,G08002;G08062;20SECONDTARGET
610061775,11.8289,-27.8952,12.74,
63695966,4.6285,-35.0292,15.99,
63696810,4.8524,-31.998,15.28,G08158;20SECONDTARGET
63696875,4.7671,-31.6587,12.26,
63726058,5.3055,-33.7077,14.92,
63726774,5.3113,-35.7993,5.46,
63727253,11.6268,-28.5548,12.38,
63835332,14.6517,-29.3574,4.5,
63920211,12.9908,-29.2022,15.88,
66356448,12.1577,-34.6415,12.4,
66356618,12.1116,-33.4488,12.37,
66374985,12.4812,-31.7283,12.74,
66398320,12.9072,-30.7155,14.56,
66398548,13.0381,-30.6122,16.43,
66409287,13.2601,-30.3567,6.29,G08195;20SECONDTARGET
66409790,13.3386,-32.757,11.2,G08158;20SECONDTARGET
66409818,13.3223,-32.9988,13.74,
66434243,14.0842,-33.937,12.07,
