TICID,RA,Dec,Tmag,Keywords
406173242,290.1457,-51.1901,13.59,G07089;G07140
424881692,291.5034,-53.5247,11.25,G07089;G07140;20SECONDTARGET
211331165,300.4051,-33.221,10.52,G07140
112464324,291.1459,-34.7115,11.43,G07089;G07140
113238894,284.1706,-37.6862,13.52,G07140
113272022,284.1688,-37.3434,5.5,G07140;20SECONDTARGET
113272513,284.1656,-37.1225,13.42,G07140
113274213,284.2027,-36.4446,13.74,G07140
159541179,284.8281,-35.8619,13.08,G07140
169385570,292.5167,-29.6594,11.88,G07140
1822140143,281.6716,-37.3551,13.99,G07140
1822438448,284.8124,-37.1921,13.4,G07140;G07089
1822478655,283.3732,-37.7035,13.24,G07140
1822606262,285.2861,-36.956,11.42,G07140
211037142,280.2601,-33.8434,12.53,G07140
211037159,280.2636,-33.8463,10.48,G07140
211037161,280.1802,-33.8467,13.27,G07140
211037170,280.1766,-33.848,10.7,G07140
211045606,280.2196,-35.7783,12.71,G07140
211063364,280.3183,-35.2759,13.04,G07140
211064319,280.4094,-35.0426,13.85,G07140
211221719,280.4524,-35.429,9.16,G07089;G07140
253551040,280.775,-40.9685,10.93,G07140
253562482,280.7185,-37.5993,12.25,G07140
253562999,280.7612,-37.4622,12.99,G07140
253564861,280.7835,-36.9777,12.84,G07140
253564872,280.7814,-36.9749,12.43,G07140
253565289,280.7548,-36.8759,12.02,G07140
253565317,280.7216,-36.8691,11.79,G07140
253565751,280.7871,-36.7602,13.46,G07140
253568379,280.7142,-36.1251,13.05,G07140
253571363,280.8869,-36.442,13.21,G07140
253571367,280.8894,-36.4424,13.84,G07140
253591124,281.126,-37.6538,12.54,G07140
253591125,281.1258,-37.6456,12.92,G07140
253607252,281.1126,-36.6167,13.83,G07140
253610317,281.1299,-37.3932,11.8,G07140
253611137,281.2727,-36.5531,13.78,G07140
253611568,280.9933,-35.9862,13.09,G07140
253637461,281.3952,-37.8389,8.78,G07140
253643987,281.4529,-36.4687,12.88,G07140
253644339,281.3651,-36.2261,12.71,G07140
253649526,281.4467,-39.0045,11.67,G07140
253670227,281.8467,-36.2159,12.94,G07140
253676381,281.6712,-37.3544,13.94,G07140
253676461,281.6838,-37.1518,13.23,G07140
253676694,281.6891,-36.6063,11.18,G07140
253676927,281.6075,-36.1537,13.35,G07140;G07089
253683473,281.8293,-37.5489,7.12,G07089;G07140
253708813,282.0278,-37.5523,12.91,G07140
253708903,282.0759,-37.4253,13.71,G07140
253715776,281.9704,-37.2719,13.2,G07140;G07089
253715843,282.0398,-37.2383,13.82,G07140
253715846,282.0549,-37.2136,13.31,G07140
253749411,282.3481,-36.3337,13.9,G07140
253775092,282.5154,-36.397,12.02,G07140
253781000,282.5191,-37.8436,12.68,G07140
253795187,282.6871,-37.1569,13.97,G07140
253807066,282.8179,-38.7687,12.86,G07140
253807067,282.8172,-38.7678,12.59,G07140
253812875,282.9932,-37.149,12.07,G07140
253812994,283.0721,-37.0035,10.98,G07140;20SECONDTARGET
253813242,282.8019,-36.7225,11.59,G07140
253813323,283.0329,-36.6925,11.3,G07140;20SECONDTARGET
253817493,282.981,-37.7051,13.93,G07140;G07089
253818077,282.941,-36.0807,13.98,G07140
253818689,283.0158,-38.7925,12.38,G07140
253839055,283.307,-36.5158,12.82,G07140;20SECONDTARGET
253839127,283.3765,-36.3709,11.54,G07140;20SECONDTARGET
253851993,283.3529,-37.2746,7.37,G07089;G07140;20SECONDTARGET
253864137,283.6774,-38.1962,13.46,G07140
253870235,283.585,-38.6191,12.82,G07140
