TICID,RA,Dec,Tmag,Keywords
188087958,161.6376,-24.5873,11.77,G07099;20SECONDTARGET
152366332,171.097,-39.0133,11.64,G07099;20SECONDTARGET
165630168,181.0677,-40.6354,11.1,G07099;20SECONDTARGET
454073466,176.3948,-40.9338,11.38,G07099;20SECONDTARGET
461196758,181.3778,-41.0833,12.87,G07099
54147357,160.565,-33.4389,12.87,G07099
176955267,100.9244,-69.4824,11.36,G07099;G07036;20SECONDTARGET
177385959,104.3067,-72.7254,11.48,G07099;G07036;20SECONDTARGET
389501533,86.1477,-71.3017,11.93,G07099;G07036
294093302,107.4112,-57.0594,10.85,G07099;G07036;20SECONDTARGET
149423103,84.4177,-61.9087,11.88,G07099;G07036;20SECONDTARGET
220391763,68.2416,-57.6959,11.63,G07099;G07036;20SECONDTARGET
25081729,61.2298,-68.537,11.9,G07036;G07099
