TICID,RA,Dec,Tmag,Keywords
219698950,175.5252,-23.3548,11.51,G08035;20SECONDTARGET
437242640,165.3992,-23.8611,9.76,G08035;G08028;G08058;G08030;20SECONDTARGET
293607057,153.6697,-15.6428,10.63,G08035;20SECONDTARGET
36734222,154.9081,-9.8066,11.12,G08035;20SECONDTARGET
21113347,186.7873,-48.9784,11.4,G08035;20SECONDTARGET
272213425,180.165,-45.7995,11.11,G08035;20SECONDTARGET
61538902,176.2991,-42.064,11.37,G08035;20SECONDTARGET
53735810,158.2251,-34.9899,11.25,G08035;20SECONDTARGET
15445551,185.3247,-52.8408,10.35,G08035;20SECONDTARGET
261867566,227.6584,-71.3618,10.57,G08035;20SECONDTARGET
306648160,265.7603,-65.0083,10.66,G08035;20SECONDTARGET
