,TIC ID,RA,Dec,in_cycle8
15279,307250539,98.7236880605389,16.2057678403502,False
15280,307259792,179.8260463916,-61.2537095868241,True
15281,307291308,125.002199387532,-71.5053785728278,True
15282,307291318,124.954015674354,-71.5149106032618,True
15283,307297481,108.32600617606,-14.5796769827165,False
15284,307320565,267.895981032806,-63.0059364702305,True
15285,307325401,267.897797678691,-60.1640565850797,True
15286,307366709,125.686933915617,-67.7235560822199,True
15287,307375528,98.8406462422483,15.1834380354423,False
15288,307377219,98.8377223809655,14.4903218100305,False
15289,307421142,224.150859559425,-43.4561268050632,True
15290,307435661,125.855570919121,-70.2486559308566,True
15291,307452085,124.21702626139,-15.1519605551014,False
15292,307456716,124.346902857873,-17.4937191208442,False
15293,307458454,124.346381632597,-16.2851108091486,False
15294,307492324,126.511649169612,-71.0770417113588,True
15295,307525994,224.133563062778,-47.8791968660181,True
15296,307569010,126.434140139396,-66.1368925178333,False
15297,307573730,126.819814673683,-70.0934826927485,True
15298,307586958,98.9908782777655,14.2127858665177,False
15299,307610438,229.033513627549,-38.8753209657721,True
15300,307618601,101.194158737571,44.5055024163064,False
15301,307624961,124.599779040189,-12.6321695003533,True
15302,307646965,152.909209563449,13.3551145654377,False
15303,307697238,179.953685867762,-62.8316332939894,True
15304,307709641,124.97459857711,-12.8569467402419,True
15305,307716123,127.832330238009,-68.0240117568996,True
15306,307733361,129.601252020943,20.1060634175989,False
15307,307734817,171.597125764657,28.0565488346533,False
15308,307734818,171.596553834149,28.0581088177311,False
15309,307739457,229.016756490331,-41.4911621423195,True
15310,307752961,101.547131238821,42.2655492377895,False
15311,307754027,101.684739813592,43.5774285982676,False
15312,307763092,161.684382678816,34.7312350108077,False
15313,307773340,112.908146471381,42.6414205968813,False
15314,307809773,99.2949955338595,17.5648151166418,False
15315,307824187,285.727087719698,-3.69896891052014,False
15316,307849973,128.505893539174,-66.7683880012794,False
15317,307867639,127.833193605523,37.2649440908295,False
15318,307868200,127.768681899721,38.2915630306661,False
15319,307888842,180.050158527616,-61.6562136433807,True
15320,307900273,138.512877831922,-14.6948410781677,True
15321,307915084,141.48052692387,33.412730088097,False
15322,307915225,237.816287922241,20.9779141816378,False
15323,307935244,138.853948946056,-15.0249101982466,True
15324,307951656,148.6172142809,24.3028554638558,False
15325,307956396,256.664501350063,63.7784775124589,False
15326,307956397,256.662435161489,63.7785782604763,False
15327,307958020,256.843316892439,62.475836523155,False
15328,307969143,285.823425041077,-5.55905517885204,False
15329,307981451,154.820290403311,-12.5281738402673,True
15330,307985697,257.102097358167,64.3190969884234,False
