TICID,RA,Dec,Tmag,Keywords
13065858,347.6944,-29.8103,16.81,G07092;20SECONDTARGET
154619199,345.6374,-33.1532,17.17,G07092;20SECONDTARGET
160069376,345.9396,-37.1852,17.32,G07092;20SECONDTARGET
175374959,348.7395,-38.2537,17.01,G07009;G07092
2028082871,339.7779,-30.4863,18.59,G07092;20SECONDTARGET
2051782791,353.8314,-34.6847,17.93,G07092;20SECONDTARGET
2051784091,353.7045,-33.624,18.19,G07092;20SECONDTARGET
2051791584,352.9603,-34.0032,18.88,G07092;20SECONDTARGET
2051829232,351.2392,-31.4576,18.41,G07092;20SECONDTARGET
2051838145,350.4367,-30.437,18.56,G07092;20SECONDTARGET
2051838292,350.0735,-30.6941,18.5,G07092;20SECONDTARGET
2051840421,350.8454,-29.4899,18.86,G07092;20SECONDTARGET
2051844301,351.3358,-29.5204,18.96,G07092;20SECONDTARGET
2051924088,348.0801,-28.1584,18.79,G07092;20SECONDTARGET
2051936325,346.9394,-27.3231,18.54,G07092;20SECONDTARGET
2055739801,354.2014,-37.0918,18.05,G07092;20SECONDTARGET
2055840698,345.079,-38.7962,18.0,G07092;20SECONDTARGET
2055844229,344.8813,-38.0975,18.88,G07092;20SECONDTARGET
2055848122,342.7503,-39.0013,18.41,G07092;20SECONDTARGET
2055849178,342.4487,-38.5168,18.28,G07092;20SECONDTARGET
2055860987,343.5452,-36.3614,18.45,G07092;20SECONDTARGET
2055873522,349.256,-38.6917,17.36,G07092;20SECONDTARGET
2055879729,346.781,-38.9139,18.02,G07092;20SECONDTARGET
2055889515,348.1161,-36.3803,18.84,G07092;20SECONDTARGET
2055891697,352.1733,-37.6444,18.75,G07092;20SECONDTARGET
2055898200,353.8087,-35.6836,18.86,G07092;20SECONDTARGET
2055900358,352.1619,-35.3312,18.9,G07092;20SECONDTARGET
2055910775,352.2082,-33.5882,18.86,G07092;20SECONDTARGET
2055913467,351.1241,-33.3764,18.33,G07092;20SECONDTARGET
2055925536,347.1431,-35.8195,18.99,G07092;20SECONDTARGET
