TICID,RA,Dec,Tmag,Keywords
154842814,345.9122,-33.6884,12.67,G07099
206605822,341.2828,-32.8643,11.94,G07099
218970017,348.7607,-35.4724,10.84,G07099;20SECONDTARGET
393943120,344.3598,-36.3007,12.85,G07099
70442390,339.7164,-32.276,10.85,G07099;20SECONDTARGET
70450158,339.9394,-30.4061,12.65,G07099
70450349,339.9797,-30.2721,12.48,G07099
77019836,353.6324,-34.2296,12.73,G07099
12418249,1.7988,-29.9636,12.74,G07099
12418250,1.8268,-29.9777,11.78,G07099
12418892,1.9914,-26.2668,12.89,G07099
12434227,2.9982,-29.5468,12.67,G07099
246823129,4.7886,-27.1119,12.92,G07099
316769993,354.538,-30.7799,12.59,G07099
33914550,356.3226,-28.3108,12.79,G07099
369397242,358.2413,-30.3749,12.93,G07099
188645511,336.2367,-22.5648,12.12,G07099
209366972,338.9836,-24.0468,12.34,G07099
399570848,339.12,-21.1262,12.84,G07099
47316519,340.3136,-25.9081,11.7,G07099;20SECONDTARGET
47353359,340.9155,-26.1945,12.58,G07099
201289286,2.3303,-55.1002,11.58,G07099;G07089;20SECONDTARGET
206361339,356.6312,-50.7276,11.74,G07099;20SECONDTARGET
234299628,358.6763,-61.5875,10.72,G07099;20SECONDTARGET
281573574,7.5464,-54.4005,12.93,G07099
355367645,349.3646,-53.6776,12.75,G07099
469971791,1.4881,-61.0701,12.1,G07099
101947957,14.5442,-43.2446,12.46,G07099
102028926,15.5401,-41.9805,12.87,G07099
158596048,22.1556,-47.9049,11.69,G07099;20SECONDTARGET
158637035,24.6802,-48.8426,12.89,G07099
206542524,18.3231,-54.4863,11.28,G07099;20SECONDTARGET
229092385,18.8171,-45.7452,12.72,G07099
262531321,20.5444,-42.348,11.57,G07099
322051865,13.8846,-52.3651,12.69,G07099
322053216,14.0088,-48.4469,11.55,G07099;20SECONDTARGET
354605294,21.7292,-48.2903,11.97,G07099
116880298,8.4313,-37.9817,11.22,G07099
120550089,3.2386,-41.5796,12.72,G07099
251858966,9.0989,-34.1197,11.9,G07099;20SECONDTARGET
308210382,10.9667,-41.6591,12.9,G07099
314018646,2.4402,-42.0277,10.94,G07099;20SECONDTARGET
139300916,348.1177,-44.8852,12.93,G07099
224224515,352.912,-41.1314,12.9,G07099
224273389,354.7514,-38.875,12.71,G07099
224284991,356.4886,-40.2062,11.45,G07099;20SECONDTARGET
270654211,352.7935,-39.6448,12.32,G07099
314017913,2.2984,-45.874,12.58,G07099
166739901,36.7141,-52.3109,12.82,G07099
201793372,34.5802,-55.1244,11.07,G07099;20SECONDTARGET
201794022,34.7661,-56.173,12.92,G07099
201860785,37.9301,-54.5415,11.46,G07099;20SECONDTARGET
201862459,38.1749,-58.707,12.56,G07099
206604031,21.683,-54.7249,12.69,G07099
206617113,23.0958,-56.3107,12.82,G07099
229142295,26.6242,-53.6598,11.18,G07099;20SECONDTARGET
231833973,23.9697,-61.4535,11.71,G07099;20SECONDTARGET
38806360,6.3962,-66.5899,12.73,G07099
469972882,3.1105,-63.2123,12.76,G07099
234343902,38.5669,-66.3945,12.93,G07099
25081729,61.2299,-68.537,11.9,G07036;G07099
201937967,41.7714,-59.209,12.54,G07099
220524851,42.712,-60.3759,11.81,G07099
237915132,56.1381,-62.6217,11.88,G07099;G07036;20SECONDTARGET
149423103,84.4177,-61.9087,11.88,G07099;G07036;20SECONDTARGET
220391763,68.2416,-57.6959,11.63,G07099;G07036;20SECONDTARGET
389501533,86.1477,-71.3017,11.93,G07099;G07036
176955267,100.9244,-69.4824,11.36,G07099;G07036;20SECONDTARGET
294093302,107.4112,-57.0593,10.85,G07099;G07036;20SECONDTARGET
