TICID,RA,Dec,Tmag,Keywords
170304137,121.937,-7.2437,15.37,G07020
340360114,115.4699,-57.1452,15.39,G07036;G07020;20SECONDTARGET
300970893,118.311,-67.8024,13.34,G07036;G07020;20SECONDTARGET
306826966,121.7298,-66.3067,13.69,G07036;G07020;20SECONDTARGET
269855781,70.941,-78.8639,13.73,G07036;G07020;20SECONDTARGET
